# MEAN_SAMPLE_SIZE = 68464
# TOTAL_GENES = 18910
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:kegg_glyce...2         SET      74     0.011297    0.0007053      0.10156      0.45572 Curated_gene_sets:kegg_glycerophospholipid_metabolism
Curated_gene_sets:kegg_ether...          SET      33      0.18992    0.0079272      0.14978       0.1024 Curated_gene_sets:kegg_ether_lipid_metabolism
Curated_gene_sets:kegg_arach...          SET      58      0.21702     0.012001      0.11621     0.030922 Curated_gene_sets:kegg_arachidonic_acid_metabolism
Curated_gene_sets:kegg_linol...          SET      29      0.23993     0.009389      0.16321     0.070781 Curated_gene_sets:kegg_linoleic_acid_metabolism
Curated_gene_sets:kegg_alpha...          SET      19      0.21418    0.0067859      0.18762      0.12682 Curated_gene_sets:kegg_alpha_linolenic_acid_metabolism
Curated_gene_sets:kegg_sphin...          SET      37     -0.21871   -0.0096652       0.1493      0.92852 Curated_gene_sets:kegg_sphingolipid_metabolism
Curated_gene_sets:kegg_glyco...8         SET      25      0.15744     0.005721      0.16562       0.1709 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_lacto_and_neolacto_series
Curated_gene_sets:kegg_glyco...7         SET      13      0.19998    0.0052416      0.23102      0.19336 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_globo_series
Curated_gene_sets:kegg_glyco...6         SET      15      0.36481     0.010271      0.23675     0.061677 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_ganglio_series
Curated_gene_sets:kegg_pyruv...          SET      39    -0.089464   -0.0040588      0.13538      0.74563 Curated_gene_sets:kegg_pyruvate_metabolism
Curated_gene_sets:kegg_glyox...          SET      16    -0.044211   -0.0012855      0.21088      0.58303 Curated_gene_sets:kegg_glyoxylate_and_dicarboxylate_metabolism
Curated_gene_sets:kegg_propa...          SET      32     -0.06183   -0.0025414      0.16198      0.64866 Curated_gene_sets:kegg_propanoate_metabolism
Curated_gene_sets:kegg_butan...          SET      32      0.23282    0.0095695      0.16031     0.073224 Curated_gene_sets:kegg_butanoate_metabolism
Curated_gene_sets:kegg_one_c...          SET      17     -0.16682   -0.0049996      0.23211      0.76383 Curated_gene_sets:kegg_one_carbon_pool_by_folate
Curated_gene_sets:kegg_ribof...          SET      15     -0.14598   -0.0041099      0.21139      0.75507 Curated_gene_sets:kegg_riboflavin_metabolism
Curated_gene_sets:kegg_nicot...          SET      24     -0.01492   -0.0005312      0.20231      0.52939 Curated_gene_sets:kegg_nicotinate_and_nicotinamide_metabolism
Curated_gene_sets:kegg_panto...          SET      16    -0.082063   -0.0023861      0.20963      0.65227 Curated_gene_sets:kegg_pantothenate_and_coa_biosynthesis
Curated_gene_sets:kegg_folat...          SET      11      0.23281    0.0056135      0.25468      0.18034 Curated_gene_sets:kegg_folate_biosynthesis
Curated_gene_sets:kegg_retin...          SET      62      0.11484    0.0065652      0.14061      0.20704 Curated_gene_sets:kegg_retinol_metabolism
Curated_gene_sets:kegg_porph...          SET      40     -0.19185   -0.0088147      0.14474       0.9075 Curated_gene_sets:kegg_porphyrin_and_chlorophyll_metabolism
Curated_gene_sets:kegg_terpe...          SET      15       0.3344    0.0094145      0.21098     0.056495 Curated_gene_sets:kegg_terpenoid_backbone_biosynthesis
Curated_gene_sets:kegg_limon...          SET      10      0.10836    0.0024912      0.26687      0.34236 Curated_gene_sets:kegg_limonene_and_pinene_degradation
Curated_gene_sets:kegg_nitro...          SET      21    -0.054897   -0.0018284      0.18607      0.61601 Curated_gene_sets:kegg_nitrogen_metabolism
Curated_gene_sets:kegg_sulfu...          SET      11     0.057529    0.0013872      0.26733      0.41481 Curated_gene_sets:kegg_sulfur_metabolism
Curated_gene_sets:kegg_amino...2         SET      39     -0.13779   -0.0062513      0.12503      0.86477 Curated_gene_sets:kegg_aminoacyl_trna_biosynthesis
Curated_gene_sets:kegg_metab...          SET      70      0.26239     0.015935      0.13251     0.023847 Curated_gene_sets:kegg_metabolism_of_xenobiotics_by_cytochrome_p450
Curated_gene_sets:kegg_drug_...1         SET      70      0.31741     0.019277       0.1335    0.0087201 Curated_gene_sets:kegg_drug_metabolism_cytochrome_p450
Curated_gene_sets:kegg_drug_...2         SET      51      0.15475    0.0080261      0.14191      0.13775 Curated_gene_sets:kegg_drug_metabolism_other_enzymes
Curated_gene_sets:kegg_biosy...          SET      22    -0.064216   -0.0021891      0.18228      0.63769 Curated_gene_sets:kegg_biosynthesis_of_unsaturated_fatty_acids
Curated_gene_sets:kegg_abc_t...          SET      40      -0.1684   -0.0077371      0.14611      0.87545 Curated_gene_sets:kegg_abc_transporters
Curated_gene_sets:kegg_ribos...          SET      81      0.13762    0.0089877     0.088797     0.060605 Curated_gene_sets:kegg_ribosome
Curated_gene_sets:kegg_rna_d...          SET      55     -0.17108   -0.0092132      0.10942      0.94103 Curated_gene_sets:kegg_rna_degradation
Curated_gene_sets:kegg_rna_p...          SET      27    -0.034846   -0.0013158      0.14679      0.59382 Curated_gene_sets:kegg_rna_polymerase
Curated_gene_sets:kegg_basal...2         SET      30      0.11843    0.0047136       0.1593       0.2286 Curated_gene_sets:kegg_basal_transcription_factors
Curated_gene_sets:kegg_dna_r...          SET      34     0.079896    0.0033848      0.13919      0.28298 Curated_gene_sets:kegg_dna_replication
Curated_gene_sets:kegg_splic...          SET     116    0.0012995   0.00010147     0.069215      0.49251 Curated_gene_sets:kegg_spliceosome
Curated_gene_sets:kegg_prote...1         SET      45     0.054596    0.0026602      0.11394      0.31592 Curated_gene_sets:kegg_proteasome
Curated_gene_sets:kegg_prote...2         SET      23     -0.10905    -0.003801      0.17144      0.73763 Curated_gene_sets:kegg_protein_export
Curated_gene_sets:kegg_ppar_...          SET      66     -0.10144   -0.0059825      0.10301      0.83761 Curated_gene_sets:kegg_ppar_signaling_pathway
Curated_gene_sets:kegg_base_...          SET      32     0.090223    0.0037084      0.14107      0.26123 Curated_gene_sets:kegg_base_excision_repair
Curated_gene_sets:kegg_nucle...          SET      40      0.14988    0.0068862      0.12853      0.12179 Curated_gene_sets:kegg_nucleotide_excision_repair
Curated_gene_sets:kegg_misma...          SET      22      0.19549    0.0066642      0.16757       0.1217 Curated_gene_sets:kegg_mismatch_repair
Curated_gene_sets:kegg_homol...          SET      28      0.22045    0.0084768      0.15656     0.079559 Curated_gene_sets:kegg_homologous_recombination
Curated_gene_sets:kegg_non_h...          SET      13     0.054871    0.0014382      0.20261      0.39327 Curated_gene_sets:kegg_non_homologous_end_joining
Curated_gene_sets:kegg_mapk_...          SET     252     0.067723    0.0077658     0.054949       0.1089 Curated_gene_sets:kegg_mapk_signaling_pathway
Curated_gene_sets:kegg_erbb_...          SET      86    -0.031068   -0.0020905     0.098409      0.62388 Curated_gene_sets:kegg_erbb_signaling_pathway
Curated_gene_sets:kegg_calci...          SET     168   -0.0077312  -0.00072548     0.070341      0.54376 Curated_gene_sets:kegg_calcium_signaling_pathway
Curated_gene_sets:kegg_cytok...          SET     248    -0.023518   -0.0026756     0.060706      0.65077 Curated_gene_sets:kegg_cytokine_cytokine_receptor_interaction
Curated_gene_sets:kegg_chemo...          SET     183     -0.05592   -0.0054745     0.066723        0.799 Curated_gene_sets:kegg_chemokine_signaling_pathway
Curated_gene_sets:kegg_phosp...          SET      76    -0.056609   -0.0035816     0.098504      0.71724 Curated_gene_sets:kegg_phosphatidylinositol_signaling_system
Curated_gene_sets:kegg_neuro...1         SET     254      0.16339     0.018809      0.06031    0.0033765 Curated_gene_sets:kegg_neuroactive_ligand_receptor_interaction
Curated_gene_sets:kegg_cell_...2         SET     122     0.066932    0.0053589     0.074443      0.18431 Curated_gene_sets:kegg_cell_cycle
Curated_gene_sets:kegg_oocyt...          SET     107    -0.034179   -0.0025638     0.080092      0.66522 Curated_gene_sets:kegg_oocyte_meiosis
Curated_gene_sets:kegg_p53_s...          SET      67     -0.04051   -0.0024071      0.11248      0.64063 Curated_gene_sets:kegg_p53_signaling_pathway
Curated_gene_sets:kegg_ubiqu...          SET     126     0.014658    0.0011925     0.073469      0.42093 Curated_gene_sets:kegg_ubiquitin_mediated_proteolysis
Curated_gene_sets:kegg_snare...          SET      36     0.015508   0.00067603      0.14167      0.45642 Curated_gene_sets:kegg_snare_interactions_in_vesicular_transport
Curated_gene_sets:kegg_regul...2         SET      32     -0.21384   -0.0087894      0.15372      0.91789 Curated_gene_sets:kegg_regulation_of_autophagy
Curated_gene_sets:kegg_lysos...          SET     115      0.12532    0.0097436     0.076536     0.050779 Curated_gene_sets:kegg_lysosome
Curated_gene_sets:kegg_endoc...          SET     169     0.046675    0.0043928     0.067618      0.24502 Curated_gene_sets:kegg_endocytosis
Curated_gene_sets:kegg_perox...          SET      76    -0.020033   -0.0012675     0.092461      0.58576 Curated_gene_sets:kegg_peroxisome
Curated_gene_sets:kegg_mtor_...          SET      50    -0.078973   -0.0040556      0.12185      0.74155 Curated_gene_sets:kegg_mtor_signaling_pathway
Curated_gene_sets:kegg_apopt...          SET      80     0.056638    0.0036762     0.099505      0.28461 Curated_gene_sets:kegg_apoptosis
Curated_gene_sets:kegg_cardi...          SET      69    -0.053848   -0.0032469      0.10622       0.6939 Curated_gene_sets:kegg_cardiac_muscle_contraction
Curated_gene_sets:kegg_vascu...          SET     112   -0.0074187  -0.00056926     0.086324      0.53424 Curated_gene_sets:kegg_vascular_smooth_muscle_contraction
Curated_gene_sets:kegg_wnt_s...          SET     145     0.035502    0.0030969     0.073833      0.31532 Curated_gene_sets:kegg_wnt_signaling_pathway
Curated_gene_sets:kegg_dorso...          SET      23     -0.21176   -0.0073811      0.18018      0.88005 Curated_gene_sets:kegg_dorso_ventral_axis_formation
Curated_gene_sets:kegg_notch...          SET      46     0.065466     0.003225      0.12081      0.29395 Curated_gene_sets:kegg_notch_signaling_pathway
Curated_gene_sets:kegg_hedge...          SET      55     -0.11574   -0.0062332      0.11547       0.8419 Curated_gene_sets:kegg_hedgehog_signaling_pathway
Curated_gene_sets:kegg_tgf_b...          SET      85     0.043527    0.0029118     0.097618      0.32784 Curated_gene_sets:kegg_tgf_beta_signaling_pathway
Curated_gene_sets:kegg_axon_...          SET     124     0.046881    0.0037839     0.083234      0.28664 Curated_gene_sets:kegg_axon_guidance
Curated_gene_sets:kegg_vegf_...          SET      77     0.075493    0.0048076     0.096595      0.21725 Curated_gene_sets:kegg_vegf_signaling_pathway
Curated_gene_sets:kegg_focal...          SET     192   0.00066943   6.7113e-05     0.067067      0.49602 Curated_gene_sets:kegg_focal_adhesion
Curated_gene_sets:kegg_ecm_r...          SET      82      0.11583    0.0076114      0.10477      0.13446 Curated_gene_sets:kegg_ecm_receptor_interaction
Curated_gene_sets:kegg_cell_...1         SET     106     -0.13131   -0.0098041     0.092233      0.92273 Curated_gene_sets:kegg_cell_adhesion_molecules_cams
Curated_gene_sets:kegg_adher...          SET      70      0.13095    0.0079524      0.11435      0.12609 Curated_gene_sets:kegg_adherens_junction
Curated_gene_sets:kegg_tight...          SET     128     0.004718   0.00038686     0.080273      0.47657 Curated_gene_sets:kegg_tight_junction
Curated_gene_sets:kegg_gap_j...          SET      87     -0.11495   -0.0077792     0.098483      0.87843 Curated_gene_sets:kegg_gap_junction
Curated_gene_sets:kegg_compl...          SET      63     -0.12223   -0.0070434      0.11855      0.84873 Curated_gene_sets:kegg_complement_and_coagulation_cascades
Curated_gene_sets:kegg_antig...          SET      56     -0.17991   -0.0097763      0.12225      0.92944 Curated_gene_sets:kegg_antigen_processing_and_presentation
Curated_gene_sets:kegg_renin...          SET      16    -0.049726   -0.0014458      0.20314      0.59669 Curated_gene_sets:kegg_renin_angiotensin_system
Curated_gene_sets:kegg_toll_...          SET      99    -0.071536   -0.0051626     0.089536      0.78784 Curated_gene_sets:kegg_toll_like_receptor_signaling_pathway
Curated_gene_sets:kegg_nod_l...          SET      58    0.0028591    0.0001581      0.11016      0.48965 Curated_gene_sets:kegg_nod_like_receptor_signaling_pathway
Curated_gene_sets:kegg_rig_i...          SET      65    -0.065982   -0.0038619      0.10878      0.72793 Curated_gene_sets:kegg_rig_i_like_receptor_signaling_pathway
Curated_gene_sets:kegg_cytos...          SET      52    -0.066319    -0.003473      0.11353      0.72044 Curated_gene_sets:kegg_cytosolic_dna_sensing_pathway
Curated_gene_sets:kegg_jak_s...          SET     148     -0.14484    -0.012764     0.077269      0.96956 Curated_gene_sets:kegg_jak_stat_signaling_pathway
Curated_gene_sets:kegg_hemat...          SET      79      0.20342     0.013121      0.10738     0.029097 Curated_gene_sets:kegg_hematopoietic_cell_lineage
Curated_gene_sets:kegg_natur...          SET     122     -0.13223    -0.010587     0.086649       0.9365 Curated_gene_sets:kegg_natural_killer_cell_mediated_cytotoxicity
Curated_gene_sets:kegg_t_cel...          SET     104    -0.017769   -0.0013142     0.085157      0.58264 Curated_gene_sets:kegg_t_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_b_cel...          SET      74    -0.023854   -0.0014894      0.10366        0.591 Curated_gene_sets:kegg_b_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_fc_ep...          SET      78     0.053972    0.0034593     0.097004      0.28898 Curated_gene_sets:kegg_fc_epsilon_ri_signaling_pathway
Curated_gene_sets:kegg_fc_ga...          SET      95    -0.012558  -0.00088786     0.094175      0.55304 Curated_gene_sets:kegg_fc_gamma_r_mediated_phagocytosis
Curated_gene_sets:kegg_leuko...          SET     110     -0.11687   -0.0088882     0.087053      0.91028 Curated_gene_sets:kegg_leukocyte_transendothelial_migration
Curated_gene_sets:kegg_intes...          SET      32    -0.096617   -0.0039712      0.14646      0.74527 Curated_gene_sets:kegg_intestinal_immune_network_for_iga_production
Curated_gene_sets:kegg_circa...          SET      13      0.22321    0.0058506      0.24461      0.18075 Curated_gene_sets:kegg_circadian_rhythm_mammal
Curated_gene_sets:kegg_long_...2         SET      66    -0.060693   -0.0035794      0.11002       0.7094 Curated_gene_sets:kegg_long_term_potentiation
Curated_gene_sets:kegg_neuro...2         SET     121    -0.081652   -0.0065107     0.077808        0.853 Curated_gene_sets:kegg_neurotrophin_signaling_pathway
Curated_gene_sets:kegg_long_...1         SET      68     0.061425    0.0036769      0.10919      0.28688 Curated_gene_sets:kegg_long_term_depression
Curated_gene_sets:kegg_olfac...          SET     366     -0.10982    -0.015131      0.06283      0.95976 Curated_gene_sets:kegg_olfactory_transduction
Curated_gene_sets:kegg_taste...          SET      49      -0.0403   -0.0020488      0.13685       0.6158 Curated_gene_sets:kegg_taste_transduction
Curated_gene_sets:kegg_regul...1         SET     201    0.0011422   0.00011714     0.064136       0.4929 Curated_gene_sets:kegg_regulation_of_actin_cytoskeleton
Curated_gene_sets:kegg_insul...          SET     131     0.030474    0.0025277     0.074284      0.34082 Curated_gene_sets:kegg_insulin_signaling_pathway
Curated_gene_sets:kegg_gnrh_...          SET      98    0.0058869   0.00042271     0.089206      0.47369 Curated_gene_sets:kegg_gnrh_signaling_pathway
Curated_gene_sets:kegg_proge...          SET      81    -0.023923   -0.0015624     0.088763      0.60623 Curated_gene_sets:kegg_progesterone_mediated_oocyte_maturation
Curated_gene_sets:kegg_melan...1         SET     100     -0.13484   -0.0097796      0.08861      0.93595 Curated_gene_sets:kegg_melanogenesis
Curated_gene_sets:kegg_adipo...          SET      62     0.099526    0.0056897       0.1121      0.18733 Curated_gene_sets:kegg_adipocytokine_signaling_pathway
Curated_gene_sets:kegg_type_...2         SET      46    -0.055906   -0.0027541      0.13434      0.66135 Curated_gene_sets:kegg_type_ii_diabetes_mellitus
Curated_gene_sets:kegg_type_...1         SET      21      0.23488    0.0078232      0.19818      0.11798 Curated_gene_sets:kegg_type_i_diabetes_mellitus
Curated_gene_sets:kegg_matur...          SET      25      0.42657       0.0155      0.17982    0.0088458 Curated_gene_sets:kegg_maturity_onset_diabetes_of_the_young
Curated_gene_sets:kegg_aldos...          SET      41     -0.27343    -0.012718      0.13944      0.97505 Curated_gene_sets:kegg_aldosterone_regulated_sodium_reabsorption
Curated_gene_sets:kegg_vasop...          SET      42     -0.12316   -0.0057979      0.12583      0.83614 Curated_gene_sets:kegg_vasopressin_regulated_water_reabsorption
Curated_gene_sets:kegg_proxi...          SET      22      0.15437    0.0052624      0.19571      0.21513 Curated_gene_sets:kegg_proximal_tubule_bicarbonate_reclamation
Curated_gene_sets:kegg_alzhe...          SET     155    -0.049444   -0.0044582     0.067137      0.76927 Curated_gene_sets:kegg_alzheimers_disease
Curated_gene_sets:kegg_parki...          SET     111    -0.077275   -0.0059032     0.076647      0.84331 Curated_gene_sets:kegg_parkinsons_disease
Curated_gene_sets:kegg_amyot...          SET      51      0.25199     0.013069      0.12161      0.01913 Curated_gene_sets:kegg_amyotrophic_lateral_sclerosis_als
Curated_gene_sets:kegg_hunti...          SET     170    -0.033431   -0.0031555     0.061233      0.70745 Curated_gene_sets:kegg_huntingtons_disease
Curated_gene_sets:kegg_prion...          SET      32     -0.07725   -0.0031752      0.15663      0.68906 Curated_gene_sets:kegg_prion_diseases
Curated_gene_sets:kegg_vibri...          SET      51     -0.10553   -0.0054732      0.12478      0.80113 Curated_gene_sets:kegg_vibrio_cholerae_infection
Curated_gene_sets:kegg_epith...          SET      64    -0.068065   -0.0039532      0.10696      0.73773 Curated_gene_sets:kegg_epithelial_cell_signaling_in_helicobacter_pylori_infection
Curated_gene_sets:kegg_patho...          SET      54   -0.0035371  -0.00018875      0.11988      0.51177 Curated_gene_sets:kegg_pathogenic_escherichia_coli_infection
Curated_gene_sets:kegg_leish...          SET      54     -0.14933    -0.007969      0.12834      0.87769 Curated_gene_sets:kegg_leishmania_infection
Curated_gene_sets:kegg_pathw...          SET     316     0.034878    0.0044709     0.050849      0.24639 Curated_gene_sets:kegg_pathways_in_cancer
Curated_gene_sets:kegg_color...          SET      62      0.12501    0.0071467       0.1149      0.13829 Curated_gene_sets:kegg_colorectal_cancer
Curated_gene_sets:kegg_renal...          SET      68    -0.058414   -0.0034966      0.10734      0.70685 Curated_gene_sets:kegg_renal_cell_carcinoma
Curated_gene_sets:kegg_pancr...          SET      67     0.074338    0.0044171      0.10642      0.24243 Curated_gene_sets:kegg_pancreatic_cancer
Curated_gene_sets:kegg_endom...          SET      51     0.058448    0.0030313      0.11932      0.31213 Curated_gene_sets:kegg_endometrial_cancer
Curated_gene_sets:kegg_glioma            SET      65     0.010046   0.00058799      0.10869      0.46318 Curated_gene_sets:kegg_glioma
Curated_gene_sets:kegg_prost...          SET      86     0.091817     0.006178      0.09444      0.16547 Curated_gene_sets:kegg_prostate_cancer
Curated_gene_sets:kegg_thyro...          SET      28      0.19448    0.0074783      0.17033      0.12678 Curated_gene_sets:kegg_thyroid_cancer
Curated_gene_sets:kegg_basal...1         SET      55    -0.052634   -0.0028345      0.11624      0.67465 Curated_gene_sets:kegg_basal_cell_carcinoma
Curated_gene_sets:kegg_melan...2         SET      69    -0.049004   -0.0029548      0.10822      0.67466 Curated_gene_sets:kegg_melanoma
Curated_gene_sets:kegg_bladd...          SET      40      0.10426    0.0047901      0.13516      0.22025 Curated_gene_sets:kegg_bladder_cancer
Curated_gene_sets:kegg_chron...          SET      72    -0.058327   -0.0035923      0.10292      0.71455 Curated_gene_sets:kegg_chronic_myeloid_leukemia
Curated_gene_sets:kegg_acute...          SET      55     0.020742     0.001117      0.11848      0.43052 Curated_gene_sets:kegg_acute_myeloid_leukemia
Curated_gene_sets:kegg_small...          SET      81     0.075425     0.004926     0.098911      0.22287 Curated_gene_sets:kegg_small_cell_lung_cancer
Curated_gene_sets:kegg_non_s...          SET      53     0.027042    0.0014297      0.11736      0.40888 Curated_gene_sets:kegg_non_small_cell_lung_cancer
Curated_gene_sets:kegg_asthma            SET      14     -0.52012    -0.014147      0.23818       0.9855 Curated_gene_sets:kegg_asthma
Curated_gene_sets:kegg_autoi...          SET      30    -0.010903  -0.00043395      0.17279      0.52516 Curated_gene_sets:kegg_autoimmune_thyroid_disease
Curated_gene_sets:kegg_syste...          SET      94     0.044976    0.0031632      0.10056      0.32734 Curated_gene_sets:kegg_systemic_lupus_erythematosus
Curated_gene_sets:kegg_allog...          SET      15      0.02836   0.00079844      0.24092      0.45315 Curated_gene_sets:kegg_allograft_rejection
Curated_gene_sets:kegg_graft...          SET      18     0.061955    0.0019106      0.20545      0.38149 Curated_gene_sets:kegg_graft_versus_host_disease
Curated_gene_sets:kegg_prima...2         SET      29     -0.12312    -0.004818      0.17081      0.76449 Curated_gene_sets:kegg_primary_immunodeficiency
Curated_gene_sets:kegg_hyper...          SET      81      0.10904    0.0071216      0.10135      0.14099 Curated_gene_sets:kegg_hypertrophic_cardiomyopathy_hcm
Curated_gene_sets:kegg_arrhy...          SET      71      0.16781     0.010264       0.1159     0.073836 Curated_gene_sets:kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
Curated_gene_sets:kegg_dilat...          SET      86     0.044181    0.0029728      0.09853      0.32693 Curated_gene_sets:kegg_dilated_cardiomyopathy
Curated_gene_sets:kegg_viral...          SET      48      0.12981    0.0065319      0.13581      0.16959 Curated_gene_sets:kegg_viral_myocarditis
