# MEAN_SAMPLE_SIZE = 60601
# TOTAL_GENES = 18910
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:kegg_valin...2         SET      42     0.046923     0.002209      0.15187      0.37868 Curated_gene_sets:kegg_valine_leucine_and_isoleucine_degradation
Curated_gene_sets:kegg_valin...1         SET       8     -0.11605   -0.0023865      0.38647      0.61802 Curated_gene_sets:kegg_valine_leucine_and_isoleucine_biosynthesis
Curated_gene_sets:kegg_lysin...          SET      41     -0.27356    -0.012724      0.14355      0.97165 Curated_gene_sets:kegg_lysine_degradation
Curated_gene_sets:kegg_argin...          SET      48    -0.092596   -0.0046594      0.12824      0.76487 Curated_gene_sets:kegg_arginine_and_proline_metabolism
Curated_gene_sets:kegg_histi...          SET      27     0.069984    0.0026426      0.20964      0.36926 Curated_gene_sets:kegg_histidine_metabolism
Curated_gene_sets:kegg_tyros...          SET      39      0.22576     0.010242      0.17423     0.097542 Curated_gene_sets:kegg_tyrosine_metabolism
Curated_gene_sets:kegg_pheny...          SET      16    -0.056024    -0.001629      0.25727      0.58619 Curated_gene_sets:kegg_phenylalanine_metabolism
Curated_gene_sets:kegg_trypt...          SET      37     0.063402    0.0028018      0.17721      0.36025 Curated_gene_sets:kegg_tryptophan_metabolism
Curated_gene_sets:kegg_beta_...          SET      21     0.022239   0.00074071      0.21746      0.45927 Curated_gene_sets:kegg_beta_alanine_metabolism
Curated_gene_sets:kegg_tauri...          SET      10      0.20306    0.0046684      0.31719      0.26104 Curated_gene_sets:kegg_taurine_and_hypotaurine_metabolism
Curated_gene_sets:kegg_selen...          SET      26    -0.062141   -0.0023027      0.19427      0.62547 Curated_gene_sets:kegg_selenoamino_acid_metabolism
Curated_gene_sets:kegg_gluta...          SET      48     -0.22582    -0.011363      0.14321      0.94258 Curated_gene_sets:kegg_glutathione_metabolism
Curated_gene_sets:kegg_starc...          SET      49     -0.14307   -0.0072734      0.15422      0.82321 Curated_gene_sets:kegg_starch_and_sucrose_metabolism
Curated_gene_sets:kegg_n_gly...          SET      46    -0.058847   -0.0028989      0.13432      0.66935 Curated_gene_sets:kegg_n_glycan_biosynthesis
Curated_gene_sets:kegg_other...          SET      15    -0.057678   -0.0016239      0.25591      0.58916 Curated_gene_sets:kegg_other_glycan_degradation
Curated_gene_sets:kegg_o_gly...          SET      29      0.14079    0.0055095      0.21563       0.2569 Curated_gene_sets:kegg_o_glycan_biosynthesis
Curated_gene_sets:kegg_amino...1         SET      44    -0.045127   -0.0021743       0.1324      0.63338 Curated_gene_sets:kegg_amino_sugar_and_nucleotide_sugar_metabolism
Curated_gene_sets:kegg_glyco...5         SET      20    -0.051838    -0.001685      0.21985       0.5932 Curated_gene_sets:kegg_glycosaminoglycan_degradation
Curated_gene_sets:kegg_glyco...2         SET      21      0.33725     0.011233      0.22932     0.070695 Curated_gene_sets:kegg_glycosaminoglycan_biosynthesis_chondroitin_sulfate
Curated_gene_sets:kegg_glyco...4         SET      15     -0.18221   -0.0051298      0.24286      0.77345 Curated_gene_sets:kegg_glycosaminoglycan_biosynthesis_keratan_sulfate
Curated_gene_sets:kegg_glyco...3         SET      25      0.19821    0.0072022      0.21837      0.18203 Curated_gene_sets:kegg_glycosaminoglycan_biosynthesis_heparan_sulfate
Curated_gene_sets:kegg_glyce...1         SET      44   -0.0026248  -0.00012647      0.15614      0.50671 Curated_gene_sets:kegg_glycerolipid_metabolism
Curated_gene_sets:kegg_inosi...          SET      53     0.010549    0.0005577      0.12743      0.46701 Curated_gene_sets:kegg_inositol_phosphate_metabolism
Curated_gene_sets:kegg_glyco...9         SET      24    -0.048947   -0.0017427      0.16987      0.61338 Curated_gene_sets:kegg_glycosylphosphatidylinositol_gpi_anchor_biosynthesis
Curated_gene_sets:kegg_glyce...2         SET      74     -0.11797   -0.0073654      0.11024       0.8577 Curated_gene_sets:kegg_glycerophospholipid_metabolism
Curated_gene_sets:kegg_ether...          SET      33     -0.10258   -0.0042817      0.16262      0.73591 Curated_gene_sets:kegg_ether_lipid_metabolism
Curated_gene_sets:kegg_arach...          SET      58     -0.16029   -0.0088639      0.13112      0.88923 Curated_gene_sets:kegg_arachidonic_acid_metabolism
Curated_gene_sets:kegg_linol...          SET      29      0.12081    0.0047277      0.18044      0.25158 Curated_gene_sets:kegg_linoleic_acid_metabolism
Curated_gene_sets:kegg_alpha...          SET      19     0.039774    0.0012601      0.20323      0.42242 Curated_gene_sets:kegg_alpha_linolenic_acid_metabolism
Curated_gene_sets:kegg_sphin...          SET      37     0.065563    0.0028974       0.1701      0.34996 Curated_gene_sets:kegg_sphingolipid_metabolism
Curated_gene_sets:kegg_glyco...8         SET      25      0.19032    0.0069156      0.18607       0.1532 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_lacto_and_neolacto_series
Curated_gene_sets:kegg_glyco...7         SET      13      0.51925      0.01361      0.25917     0.022566 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_globo_series
Curated_gene_sets:kegg_glyco...6         SET      15      0.55762     0.015699       0.2755     0.021491 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_ganglio_series
Curated_gene_sets:kegg_pyruv...          SET      39      0.21102    0.0095735      0.14938     0.078892 Curated_gene_sets:kegg_pyruvate_metabolism
Curated_gene_sets:kegg_glyox...          SET      16      0.35754     0.010396      0.22785     0.058309 Curated_gene_sets:kegg_glyoxylate_and_dicarboxylate_metabolism
Curated_gene_sets:kegg_propa...          SET      32      0.19707    0.0081001      0.17979      0.13652 Curated_gene_sets:kegg_propanoate_metabolism
Curated_gene_sets:kegg_butan...          SET      32    -0.022192  -0.00091215      0.18463      0.54784 Curated_gene_sets:kegg_butanoate_metabolism
Curated_gene_sets:kegg_one_c...          SET      17      0.62846     0.018835      0.26721    0.0093439 Curated_gene_sets:kegg_one_carbon_pool_by_folate
Curated_gene_sets:kegg_ribof...          SET      15     -0.36894    -0.010387      0.24011      0.93779 Curated_gene_sets:kegg_riboflavin_metabolism
Curated_gene_sets:kegg_nicot...          SET      24     -0.23656   -0.0084224      0.19863      0.88315 Curated_gene_sets:kegg_nicotinate_and_nicotinamide_metabolism
Curated_gene_sets:kegg_panto...          SET      16     0.046901    0.0013637       0.2199      0.41556 Curated_gene_sets:kegg_pantothenate_and_coa_biosynthesis
Curated_gene_sets:kegg_folat...          SET      11       -0.311   -0.0074989      0.31599      0.83749 Curated_gene_sets:kegg_folate_biosynthesis
Curated_gene_sets:kegg_retin...          SET      62      0.11917    0.0068125      0.15891      0.22665 Curated_gene_sets:kegg_retinol_metabolism
Curated_gene_sets:kegg_porph...          SET      40     -0.13953   -0.0064108      0.16908      0.79538 Curated_gene_sets:kegg_porphyrin_and_chlorophyll_metabolism
Curated_gene_sets:kegg_terpe...          SET      15     -0.46469    -0.013083      0.26554      0.95993 Curated_gene_sets:kegg_terpenoid_backbone_biosynthesis
Curated_gene_sets:kegg_limon...          SET      10      0.12344     0.002838      0.32273      0.35105 Curated_gene_sets:kegg_limonene_and_pinene_degradation
Curated_gene_sets:kegg_nitro...          SET      21      0.46192     0.015385      0.22048     0.018092 Curated_gene_sets:kegg_nitrogen_metabolism
Curated_gene_sets:kegg_sulfu...          SET      11    0.0086402   0.00020833      0.31632       0.4891 Curated_gene_sets:kegg_sulfur_metabolism
Curated_gene_sets:kegg_amino...2         SET      39   -0.0038487  -0.00017461      0.14701      0.51044 Curated_gene_sets:kegg_aminoacyl_trna_biosynthesis
Curated_gene_sets:kegg_metab...          SET      70      0.16958     0.010299      0.14901      0.12755 Curated_gene_sets:kegg_metabolism_of_xenobiotics_by_cytochrome_p450
Curated_gene_sets:kegg_drug_...1         SET      70      0.33508      0.02035      0.14828     0.011923 Curated_gene_sets:kegg_drug_metabolism_cytochrome_p450
Curated_gene_sets:kegg_drug_...2         SET      51     -0.16082   -0.0083406         0.16      0.84257 Curated_gene_sets:kegg_drug_metabolism_other_enzymes
Curated_gene_sets:kegg_biosy...          SET      22      0.11676    0.0039802      0.20335      0.28293 Curated_gene_sets:kegg_biosynthesis_of_unsaturated_fatty_acids
Curated_gene_sets:kegg_abc_t...          SET      40    0.0070387   0.00032339      0.16512        0.483 Curated_gene_sets:kegg_abc_transporters
Curated_gene_sets:kegg_ribos...          SET      81     -0.10024   -0.0065463     0.098302      0.84605 Curated_gene_sets:kegg_ribosome
Curated_gene_sets:kegg_rna_d...          SET      55       0.1341     0.007222      0.12544      0.14253 Curated_gene_sets:kegg_rna_degradation
Curated_gene_sets:kegg_rna_p...          SET      27        0.288     0.010875      0.16825      0.04348 Curated_gene_sets:kegg_rna_polymerase
Curated_gene_sets:kegg_basal...2         SET      30     0.038677    0.0015394      0.16984      0.40993 Curated_gene_sets:kegg_basal_transcription_factors
Curated_gene_sets:kegg_dna_r...          SET      34      0.34516     0.014623      0.15335     0.012204 Curated_gene_sets:kegg_dna_replication
Curated_gene_sets:kegg_splic...          SET     116    -0.091889    -0.007175     0.080265      0.87385 Curated_gene_sets:kegg_spliceosome
Curated_gene_sets:kegg_prote...1         SET      45      0.18866    0.0091924      0.12026     0.058364 Curated_gene_sets:kegg_proteasome
Curated_gene_sets:kegg_prote...2         SET      23     -0.24881   -0.0086722      0.19511      0.89887 Curated_gene_sets:kegg_protein_export
Curated_gene_sets:kegg_ppar_...          SET      66     0.055381    0.0032662      0.11779      0.31912 Curated_gene_sets:kegg_ppar_signaling_pathway
Curated_gene_sets:kegg_base_...          SET      32    -0.026385   -0.0010845      0.15611      0.56711 Curated_gene_sets:kegg_base_excision_repair
Curated_gene_sets:kegg_nucle...          SET      40      0.11338    0.0052092      0.14112      0.21087 Curated_gene_sets:kegg_nucleotide_excision_repair
Curated_gene_sets:kegg_misma...          SET      22     0.089059     0.003036       0.2037      0.33099 Curated_gene_sets:kegg_mismatch_repair
Curated_gene_sets:kegg_homol...          SET      28    0.0033571   0.00012909      0.18137      0.49262 Curated_gene_sets:kegg_homologous_recombination
Curated_gene_sets:kegg_non_h...          SET      13     -0.07468   -0.0019575       0.2503      0.61728 Curated_gene_sets:kegg_non_homologous_end_joining
Curated_gene_sets:kegg_mapk_...          SET     252      0.11091     0.012718     0.062921     0.038991 Curated_gene_sets:kegg_mapk_signaling_pathway
Curated_gene_sets:kegg_erbb_...          SET      86    -0.011545  -0.00077681       0.1123      0.54094 Curated_gene_sets:kegg_erbb_signaling_pathway
Curated_gene_sets:kegg_calci...          SET     168     0.064384    0.0060418     0.079256       0.2083 Curated_gene_sets:kegg_calcium_signaling_pathway
Curated_gene_sets:kegg_cytok...          SET     248     -0.14285    -0.016252     0.068788      0.98108 Curated_gene_sets:kegg_cytokine_cytokine_receptor_interaction
Curated_gene_sets:kegg_chemo...          SET     183     0.039654    0.0038821     0.074538      0.29737 Curated_gene_sets:kegg_chemokine_signaling_pathway
Curated_gene_sets:kegg_phosp...          SET      76      0.10873    0.0068791      0.10676      0.15425 Curated_gene_sets:kegg_phosphatidylinositol_signaling_system
Curated_gene_sets:kegg_neuro...1         SET     254     0.096905     0.011156     0.068432     0.078387 Curated_gene_sets:kegg_neuroactive_ligand_receptor_interaction
Curated_gene_sets:kegg_cell_...2         SET     122      0.15645     0.012526     0.084073     0.031391 Curated_gene_sets:kegg_cell_cycle
Curated_gene_sets:kegg_oocyt...          SET     107   -0.0058184  -0.00043644     0.089935      0.52579 Curated_gene_sets:kegg_oocyte_meiosis
Curated_gene_sets:kegg_p53_s...          SET      67     -0.18716    -0.011121      0.13045       0.9243 Curated_gene_sets:kegg_p53_signaling_pathway
Curated_gene_sets:kegg_ubiqu...          SET     126    -0.040728   -0.0033135     0.081826      0.69066 Curated_gene_sets:kegg_ubiquitin_mediated_proteolysis
Curated_gene_sets:kegg_snare...          SET      36       0.1092    0.0047602      0.16343      0.25202 Curated_gene_sets:kegg_snare_interactions_in_vesicular_transport
Curated_gene_sets:kegg_regul...2         SET      32    -0.048717   -0.0020024      0.17103      0.61212 Curated_gene_sets:kegg_regulation_of_autophagy
Curated_gene_sets:kegg_lysos...          SET     115      0.10593    0.0082359     0.083471      0.10222 Curated_gene_sets:kegg_lysosome
Curated_gene_sets:kegg_endoc...          SET     169    -0.029155   -0.0027439     0.075107      0.65106 Curated_gene_sets:kegg_endocytosis
Curated_gene_sets:kegg_perox...          SET      76     0.080365    0.0050847      0.10583      0.22382 Curated_gene_sets:kegg_peroxisome
Curated_gene_sets:kegg_mtor_...          SET      50      0.12062    0.0061943      0.13724      0.18974 Curated_gene_sets:kegg_mtor_signaling_pathway
Curated_gene_sets:kegg_apopt...          SET      80     -0.05033   -0.0032668      0.10968      0.67683 Curated_gene_sets:kegg_apoptosis
Curated_gene_sets:kegg_cardi...          SET      69     0.067509    0.0040706      0.11675      0.28156 Curated_gene_sets:kegg_cardiac_muscle_contraction
Curated_gene_sets:kegg_vascu...          SET     112     0.027786    0.0021321     0.095828      0.38593 Curated_gene_sets:kegg_vascular_smooth_muscle_contraction
Curated_gene_sets:kegg_wnt_s...          SET     145      0.10319    0.0090019     0.082506      0.10552 Curated_gene_sets:kegg_wnt_signaling_pathway
Curated_gene_sets:kegg_dorso...          SET      23    -0.035975   -0.0012539      0.21317      0.56701 Curated_gene_sets:kegg_dorso_ventral_axis_formation
Curated_gene_sets:kegg_notch...          SET      46     0.061818    0.0030453      0.13322      0.32131 Curated_gene_sets:kegg_notch_signaling_pathway
Curated_gene_sets:kegg_hedge...          SET      55     0.026755    0.0014408       0.1318      0.41957 Curated_gene_sets:kegg_hedgehog_signaling_pathway
Curated_gene_sets:kegg_tgf_b...          SET      85      0.18273     0.012224      0.11005     0.048414 Curated_gene_sets:kegg_tgf_beta_signaling_pathway
Curated_gene_sets:kegg_axon_...          SET     124     0.027284    0.0022022      0.09324      0.38491 Curated_gene_sets:kegg_axon_guidance
Curated_gene_sets:kegg_vegf_...          SET      77     0.031582    0.0020112      0.11176      0.38875 Curated_gene_sets:kegg_vegf_signaling_pathway
Curated_gene_sets:kegg_focal...          SET     192     -0.11094    -0.011122     0.074401      0.93203 Curated_gene_sets:kegg_focal_adhesion
Curated_gene_sets:kegg_ecm_r...          SET      82    -0.067553   -0.0044389      0.11601      0.71981 Curated_gene_sets:kegg_ecm_receptor_interaction
Curated_gene_sets:kegg_cell_...1         SET     106    -0.064769   -0.0048358      0.10419      0.73292 Curated_gene_sets:kegg_cell_adhesion_molecules_cams
Curated_gene_sets:kegg_adher...          SET      70       0.1242     0.007543      0.12401      0.15828 Curated_gene_sets:kegg_adherens_junction
Curated_gene_sets:kegg_tight...          SET     128     -0.15881    -0.013022     0.090546      0.96027 Curated_gene_sets:kegg_tight_junction
Curated_gene_sets:kegg_gap_j...          SET      87     0.032571    0.0022042      0.11113      0.38473 Curated_gene_sets:kegg_gap_junction
Curated_gene_sets:kegg_compl...          SET      63     -0.10764   -0.0062029      0.12697      0.80172 Curated_gene_sets:kegg_complement_and_coagulation_cascades
Curated_gene_sets:kegg_antig...          SET      56     0.097449    0.0052953      0.13103      0.22854 Curated_gene_sets:kegg_antigen_processing_and_presentation
Curated_gene_sets:kegg_renin...          SET      16    -0.031118  -0.00090481      0.22232      0.55566 Curated_gene_sets:kegg_renin_angiotensin_system
Curated_gene_sets:kegg_toll_...          SET      99     0.015102    0.0010899      0.10127      0.44073 Curated_gene_sets:kegg_toll_like_receptor_signaling_pathway
Curated_gene_sets:kegg_nod_l...          SET      58     0.030194    0.0016697      0.12073      0.40126 Curated_gene_sets:kegg_nod_like_receptor_signaling_pathway
Curated_gene_sets:kegg_rig_i...          SET      65    -0.019719   -0.0011541      0.12725      0.56157 Curated_gene_sets:kegg_rig_i_like_receptor_signaling_pathway
Curated_gene_sets:kegg_cytos...          SET      52      0.12536     0.006565      0.12389      0.15581 Curated_gene_sets:kegg_cytosolic_dna_sensing_pathway
Curated_gene_sets:kegg_jak_s...          SET     148     0.007453   0.00065678     0.084892      0.46502 Curated_gene_sets:kegg_jak_stat_signaling_pathway
Curated_gene_sets:kegg_hemat...          SET      79    -0.076571   -0.0049389      0.11808      0.74165 Curated_gene_sets:kegg_hematopoietic_cell_lineage
Curated_gene_sets:kegg_natur...          SET     122     0.094202    0.0075423      0.09491      0.16047 Curated_gene_sets:kegg_natural_killer_cell_mediated_cytotoxicity
Curated_gene_sets:kegg_t_cel...          SET     104     0.013006   0.00096191     0.095025      0.44557 Curated_gene_sets:kegg_t_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_b_cel...          SET      74    -0.028438   -0.0017756      0.11234      0.59992 Curated_gene_sets:kegg_b_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_fc_ep...          SET      78     -0.03742   -0.0023984      0.11025      0.63285 Curated_gene_sets:kegg_fc_epsilon_ri_signaling_pathway
Curated_gene_sets:kegg_fc_ga...          SET      95    -0.051539   -0.0036439      0.10039      0.69616 Curated_gene_sets:kegg_fc_gamma_r_mediated_phagocytosis
Curated_gene_sets:kegg_leuko...          SET     110   -0.0018298  -0.00013915      0.09658      0.50756 Curated_gene_sets:kegg_leukocyte_transendothelial_migration
Curated_gene_sets:kegg_intes...          SET      32    -0.089222   -0.0036673      0.16462      0.70609 Curated_gene_sets:kegg_intestinal_immune_network_for_iga_production
Curated_gene_sets:kegg_circa...          SET      13      0.45025     0.011802      0.28552     0.057412 Curated_gene_sets:kegg_circadian_rhythm_mammal
Curated_gene_sets:kegg_long_...2         SET      66      0.15635    0.0092211      0.11985     0.096033 Curated_gene_sets:kegg_long_term_potentiation
Curated_gene_sets:kegg_neuro...2         SET     121      0.16385     0.013065     0.087754     0.030945 Curated_gene_sets:kegg_neurotrophin_signaling_pathway
Curated_gene_sets:kegg_long_...1         SET      68   -0.0013063  -7.8194e-05      0.12646      0.50412 Curated_gene_sets:kegg_long_term_depression
Curated_gene_sets:kegg_olfac...          SET     366    -0.054359   -0.0074892     0.070916      0.77832 Curated_gene_sets:kegg_olfactory_transduction
Curated_gene_sets:kegg_taste...          SET      49     -0.21641    -0.011002      0.15922      0.91295 Curated_gene_sets:kegg_taste_transduction
Curated_gene_sets:kegg_regul...1         SET     201     0.068171     0.006991      0.07084      0.16795 Curated_gene_sets:kegg_regulation_of_actin_cytoskeleton
Curated_gene_sets:kegg_insul...          SET     131       0.1449     0.012019      0.08362     0.041566 Curated_gene_sets:kegg_insulin_signaling_pathway
Curated_gene_sets:kegg_gnrh_...          SET      98     0.087015    0.0062481      0.10162      0.19594 Curated_gene_sets:kegg_gnrh_signaling_pathway
Curated_gene_sets:kegg_proge...          SET      81     0.067391    0.0044012      0.10226      0.25495 Curated_gene_sets:kegg_progesterone_mediated_oocyte_maturation
Curated_gene_sets:kegg_melan...1         SET     100      0.13299    0.0096454      0.10011     0.092042 Curated_gene_sets:kegg_melanogenesis
Curated_gene_sets:kegg_adipo...          SET      62     0.090661    0.0051829      0.12496      0.23408 Curated_gene_sets:kegg_adipocytokine_signaling_pathway
Curated_gene_sets:kegg_type_...2         SET      46       0.1481    0.0072956      0.14409      0.15203 Curated_gene_sets:kegg_type_ii_diabetes_mellitus
Curated_gene_sets:kegg_type_...1         SET      21    -0.090447   -0.0030125      0.22082      0.65895 Curated_gene_sets:kegg_type_i_diabetes_mellitus
Curated_gene_sets:kegg_matur...          SET      25      0.14167    0.0051479      0.19717      0.23623 Curated_gene_sets:kegg_maturity_onset_diabetes_of_the_young
Curated_gene_sets:kegg_aldos...          SET      41     -0.08291   -0.0038565      0.15539      0.70318 Curated_gene_sets:kegg_aldosterone_regulated_sodium_reabsorption
Curated_gene_sets:kegg_vasop...          SET      42      0.16331    0.0076881      0.13578      0.11455 Curated_gene_sets:kegg_vasopressin_regulated_water_reabsorption
Curated_gene_sets:kegg_proxi...          SET      22      0.31712     0.010811      0.21231     0.067638 Curated_gene_sets:kegg_proximal_tubule_bicarbonate_reclamation
Curated_gene_sets:kegg_alzhe...          SET     155    -0.021812   -0.0019668     0.075161      0.61417 Curated_gene_sets:kegg_alzheimers_disease
Curated_gene_sets:kegg_parki...          SET     111     -0.12993   -0.0099257     0.085858      0.93489 Curated_gene_sets:kegg_parkinsons_disease
Curated_gene_sets:kegg_amyot...          SET      51    -0.020662   -0.0010716      0.13284       0.5618 Curated_gene_sets:kegg_amyotrophic_lateral_sclerosis_als
Curated_gene_sets:kegg_hunti...          SET     170     0.036657    0.0034601     0.070044      0.30037 Curated_gene_sets:kegg_huntingtons_disease
Curated_gene_sets:kegg_prion...          SET      32      0.18457    0.0075864       0.1725      0.14232 Curated_gene_sets:kegg_prion_diseases
Curated_gene_sets:kegg_vibri...          SET      51     -0.14509   -0.0075251      0.13893      0.85183 Curated_gene_sets:kegg_vibrio_cholerae_infection
Curated_gene_sets:kegg_epith...          SET      64     -0.10696   -0.0062121      0.11913      0.81536 Curated_gene_sets:kegg_epithelial_cell_signaling_in_helicobacter_pylori_infection
Curated_gene_sets:kegg_patho...          SET      54     0.011824   0.00063096      0.12901      0.46349 Curated_gene_sets:kegg_pathogenic_escherichia_coli_infection
Curated_gene_sets:kegg_leish...          SET      54      0.10945    0.0058407       0.1386      0.21486 Curated_gene_sets:kegg_leishmania_infection
Curated_gene_sets:kegg_pathw...          SET     316     0.048996    0.0062807     0.058014      0.19919 Curated_gene_sets:kegg_pathways_in_cancer
Curated_gene_sets:kegg_color...          SET      62     0.026025    0.0014878      0.13357      0.42276 Curated_gene_sets:kegg_colorectal_cancer
Curated_gene_sets:kegg_renal...          SET      68    -0.070456   -0.0042175      0.12144       0.7191 Curated_gene_sets:kegg_renal_cell_carcinoma
Curated_gene_sets:kegg_pancr...          SET      67     0.096015    0.0057052      0.12213      0.21589 Curated_gene_sets:kegg_pancreatic_cancer
Curated_gene_sets:kegg_endom...          SET      51     0.054432    0.0028231      0.13916      0.34784 Curated_gene_sets:kegg_endometrial_cancer
Curated_gene_sets:kegg_glioma            SET      65     0.032198    0.0018845      0.12362      0.39725 Curated_gene_sets:kegg_glioma
Curated_gene_sets:kegg_prost...          SET      86     0.047962    0.0032271      0.10737      0.32755 Curated_gene_sets:kegg_prostate_cancer
Curated_gene_sets:kegg_thyro...          SET      28      0.24096    0.0092653      0.20455      0.11941 Curated_gene_sets:kegg_thyroid_cancer
Curated_gene_sets:kegg_basal...1         SET      55      0.10746    0.0057874       0.1341      0.21146 Curated_gene_sets:kegg_basal_cell_carcinoma
Curated_gene_sets:kegg_melan...2         SET      69     0.082892    0.0049982      0.12452      0.25281 Curated_gene_sets:kegg_melanoma
Curated_gene_sets:kegg_bladd...          SET      40      0.21547    0.0098999      0.15765     0.085854 Curated_gene_sets:kegg_bladder_cancer
Curated_gene_sets:kegg_chron...          SET      72      0.03096    0.0019068      0.11547      0.39431 Curated_gene_sets:kegg_chronic_myeloid_leukemia
Curated_gene_sets:kegg_acute...          SET      55      0.15574    0.0083874      0.13584       0.1258 Curated_gene_sets:kegg_acute_myeloid_leukemia
Curated_gene_sets:kegg_small...          SET      81     -0.11264   -0.0073561      0.10987      0.84736 Curated_gene_sets:kegg_small_cell_lung_cancer
Curated_gene_sets:kegg_non_s...          SET      53     0.043809    0.0023161      0.13647       0.3741 Curated_gene_sets:kegg_non_small_cell_lung_cancer
Curated_gene_sets:kegg_asthma            SET      14    -0.086327   -0.0023481      0.27061      0.62514 Curated_gene_sets:kegg_asthma
Curated_gene_sets:kegg_autoi...          SET      30      0.27194     0.010823      0.19233     0.078698 Curated_gene_sets:kegg_autoimmune_thyroid_disease
Curated_gene_sets:kegg_syste...          SET      94       0.1542     0.010845      0.11381     0.087742 Curated_gene_sets:kegg_systemic_lupus_erythematosus
Curated_gene_sets:kegg_allog...          SET      15      0.10793    0.0030387      0.26832      0.34375 Curated_gene_sets:kegg_allograft_rejection
Curated_gene_sets:kegg_graft...          SET      18     0.011194   0.00034519      0.24021      0.48142 Curated_gene_sets:kegg_graft_versus_host_disease
Curated_gene_sets:kegg_prima...2         SET      29     -0.35557    -0.013914      0.19587      0.96526 Curated_gene_sets:kegg_primary_immunodeficiency
Curated_gene_sets:kegg_hyper...          SET      81     0.073387    0.0047929      0.11369       0.2593 Curated_gene_sets:kegg_hypertrophic_cardiomyopathy_hcm
Curated_gene_sets:kegg_arrhy...          SET      71      0.21322     0.013041      0.12757     0.047331 Curated_gene_sets:kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
Curated_gene_sets:kegg_dilat...          SET      86     0.066051    0.0044443      0.11034      0.27472 Curated_gene_sets:kegg_dilated_cardiomyopathy
Curated_gene_sets:kegg_viral...          SET      48      0.16708    0.0084072      0.15409      0.13913 Curated_gene_sets:kegg_viral_myocarditis
Curated_gene_sets:biocarta_r...14        SET      13    -0.075973   -0.0019914      0.24723      0.62069 Curated_gene_sets:biocarta_rela_pathway
