# MEAN_SAMPLE_SIZE = 15309
# TOTAL_GENES = 17188
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Esophagus_Mucosa                    COVAR   17188    -0.029238    -0.056482    0.0090179      0.99941 Esophagus_Mucosa
Esophagus_Muscularis                COVAR   17188    -0.019227    -0.037897     0.014643      0.90541 Esophagus_Muscularis
Fallopian_Tube                      COVAR   17188    -0.032455    -0.062907     0.013956      0.98997 Fallopian_Tube
Heart_Atrial_Appendage              COVAR   17188     -0.01249    -0.022407     0.011221      0.86717 Heart_Atrial_Appendage
Heart_Left_Ventricle                COVAR   17188    -0.014728    -0.024563     0.010721      0.91525 Heart_Left_Ventricle
Kidney_Cortex                       COVAR   17188    -0.032242    -0.056573     0.010782       0.9986 Kidney_Cortex
Kidney_Medulla                      COVAR   17188     -0.03272    -0.060424     0.011039      0.99848 Kidney_Medulla
Liver                               COVAR   17188    -0.003539   -0.0063667    0.0075142      0.68117 Liver
Lung                                COVAR   17188    -0.048082    -0.092892     0.010903      0.99999 Lung
Minor_Salivary_Gland                COVAR   17188    -0.028083    -0.052224     0.011369      0.99324 Minor_Salivary_Gland
Muscle_Skeletal                     COVAR   17188    -0.001434   -0.0027117     0.008143      0.56989 Muscle_Skeletal
Nerve_Tibial                        COVAR   17188  -0.00038126  -0.00076674     0.011994      0.51268 Nerve_Tibial
Ovary                               COVAR   17188    0.0069148      0.01401     0.011405      0.27216 Ovary
Pancreas                            COVAR   17188   -0.0096059    -0.016049    0.0098952      0.83416 Pancreas
Pituitary                           COVAR   17188     0.038748     0.072143     0.010589   0.00012685 Pituitary
Prostate                            COVAR   17188    -0.022307    -0.042275     0.014127      0.94282 Prostate
Skin_Not_Sun_Exposed_Suprapu...     COVAR   17188    -0.018127    -0.034928    0.0091605      0.97607 Skin_Not_Sun_Exposed_Suprapubic
Skin_Sun_Exposed_Lower_leg          COVAR   17188    -0.015069    -0.029216    0.0091821       0.9496 Skin_Sun_Exposed_Lower_leg
Small_Intestine_Terminal_Ile...     COVAR   17188    -0.039334    -0.072248     0.011318      0.99974 Small_Intestine_Terminal_Ileum
Spleen                              COVAR   17188    -0.018842    -0.037306    0.0087698      0.98416 Spleen
Stomach                             COVAR   17188    -0.043356    -0.078683     0.014178      0.99888 Stomach
Testis                              COVAR   17188    0.0035393    0.0061049    0.0065904      0.29563 Testis
Thyroid                             COVAR   17188    -0.022661    -0.044848     0.011414      0.97644 Thyroid
Uterus                              COVAR   17188   -0.0048931   -0.0099634     0.012941      0.64732 Uterus
Vagina                              COVAR   17188    -0.026821     -0.05126     0.013048      0.98008 Vagina
Whole_Blood                         COVAR   17188   -0.0080134    -0.014445    0.0067053      0.88396 Whole_Blood
