# MEAN_SAMPLE_SIZE = 41137
# TOTAL_GENES = 17563
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:kegg_pathw...          SET     304     0.050761    0.0066204     0.048546      0.14788 Curated_gene_sets:kegg_pathways_in_cancer
Curated_gene_sets:kegg_color...          SET      61      0.11611    0.0068312     0.099369      0.12131 Curated_gene_sets:kegg_colorectal_cancer
Curated_gene_sets:kegg_renal...          SET      68    -0.064083   -0.0039799     0.099504      0.74022 Curated_gene_sets:kegg_renal_cell_carcinoma
Curated_gene_sets:kegg_pancr...          SET      65    -0.056845   -0.0034519     0.098223      0.71861 Curated_gene_sets:kegg_pancreatic_cancer
Curated_gene_sets:kegg_endom...          SET      51   -0.0016722   -8.998e-05      0.10797      0.50618 Curated_gene_sets:kegg_endometrial_cancer
Curated_gene_sets:kegg_glioma            SET      63    -0.085192   -0.0050933      0.10286      0.79623 Curated_gene_sets:kegg_glioma
Curated_gene_sets:kegg_prost...          SET      83    -0.077114   -0.0052888     0.085867      0.81542 Curated_gene_sets:kegg_prostate_cancer
Curated_gene_sets:kegg_thyro...          SET      28     -0.10093   -0.0040268       0.1395      0.76531 Curated_gene_sets:kegg_thyroid_cancer
Curated_gene_sets:kegg_basal...1         SET      51      0.18398    0.0099003      0.11775     0.059095 Curated_gene_sets:kegg_basal_cell_carcinoma
Curated_gene_sets:kegg_melan...2         SET      66    -0.097459   -0.0059634      0.10139      0.83178 Curated_gene_sets:kegg_melanoma
Curated_gene_sets:kegg_bladd...          SET      38     -0.22146     -0.01029      0.12906      0.95691 Curated_gene_sets:kegg_bladder_cancer
Curated_gene_sets:kegg_chron...          SET      70   -0.0099221  -0.00062517     0.094455      0.54183 Curated_gene_sets:kegg_chronic_myeloid_leukemia
Curated_gene_sets:kegg_acute...          SET      55    -0.011377  -0.00063566      0.10313      0.54392 Curated_gene_sets:kegg_acute_myeloid_leukemia
Curated_gene_sets:kegg_small...          SET      78     0.034285    0.0022798     0.094012      0.35767 Curated_gene_sets:kegg_small_cell_lung_cancer
Curated_gene_sets:kegg_non_s...          SET      52     -0.11349   -0.0061662      0.10946      0.85008 Curated_gene_sets:kegg_non_small_cell_lung_cancer
Curated_gene_sets:kegg_asthma            SET       9      0.12226    0.0027669      0.32116      0.35173 Curated_gene_sets:kegg_asthma
Curated_gene_sets:kegg_autoi...          SET      22     -0.40303    -0.014256      0.22129      0.96571 Curated_gene_sets:kegg_autoimmune_thyroid_disease
Curated_gene_sets:kegg_syste...          SET      62      0.10317    0.0061193      0.12038      0.19572 Curated_gene_sets:kegg_systemic_lupus_erythematosus
Curated_gene_sets:kegg_allog...          SET      11     -0.53381    -0.013356      0.29297      0.96577 Curated_gene_sets:kegg_allograft_rejection
Curated_gene_sets:kegg_graft...          SET      14     -0.30716    -0.008669      0.25546      0.88538 Curated_gene_sets:kegg_graft_versus_host_disease
Curated_gene_sets:kegg_prima...2         SET      26      0.17398    0.0066891      0.17702      0.16286 Curated_gene_sets:kegg_primary_immunodeficiency
Curated_gene_sets:kegg_hyper...          SET      80      0.14941     0.010061     0.098422     0.064503 Curated_gene_sets:kegg_hypertrophic_cardiomyopathy_hcm
Curated_gene_sets:kegg_arrhy...          SET      71        0.163     0.010343      0.10567     0.061484 Curated_gene_sets:kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
Curated_gene_sets:kegg_dilat...          SET      84      0.11936    0.0082351     0.096388      0.10781 Curated_gene_sets:kegg_dilated_cardiomyopathy
Curated_gene_sets:kegg_viral...          SET      47     -0.13698   -0.0070766      0.12768      0.85831 Curated_gene_sets:kegg_viral_myocarditis
