# ALPHA = 0.05
# NUMBER_OF_TESTS = 15481

# _SET1_  VARIABLE = GO_bp:go_neuron_projection_regeneration (set)
# _SET1_  NGENES = 54
# _SET1_  P-VALUE = 8.79651e-07
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET3_   ENSG00000163485     1  203059782  203136533    265      44  315894       0.5119      0.30436
_SET3_   ENSG00000184144     1  205012325  205047627    175      31  315894       2.2492     0.012249
_SET3_   ENSG00000163486     1  206516200  206637783    233      28  315894     -0.21533      0.58524
_SET3_   ENSG00000143473     1  210856555  211307457   1895     137  315894     -0.12867      0.55119
_SET3_   ENSG00000170385     1  211744910  211752084     15       5  315894     -0.53451       0.7035
_SET3_   ENSG00000143786     1  224622362  224928251   1141      73  315894        0.305      0.38018
_SET3_   ENSG00000143740     1  227916240  227968927    193      37  315894       1.7403     0.040905
_SET3_   ENSG00000143761     1  228270361  228286912     40      14  315894       1.3002     0.096768
_SET3_   ENSG00000168118     1  229406822  229441641    104      17  315894      0.32204      0.37371
_SET3_   ENSG00000135766     1  231499497  231560790    323      13  315894       1.8964     0.028956
_SET3_   ENSG00000162946     1  231762561  232177018   1554     166  315894       1.2306      0.10925
_SET3_   ENSG00000077522     1  236849754  236927931    373      52  315894       2.0292     0.021217
_SET3_   ENSG00000133019     1  239549865  240078750   2204     160  315894     -0.99144      0.83927
_SET3_   ENSG00000115808     2   37070783   37193615    484      45  315894      0.26518      0.39544
_SET3_   ENSG00000115904     2   39208537   39351486    448      30  315894      0.70742      0.23965
_SET3_   ENSG00000183023     2   40324410   40838193   2577     171  315894      0.35607      0.36089
_SET3_   ENSG00000119878     2   46843555   46852881     32      13  315894      0.73723      0.23049
_SET3_   ENSG00000115306     2   54683422   54896812    988      54  315894        1.988     0.023404
_SET3_   ENSG00000115310     2   55199325   55339757    611      53  315894      0.23548      0.40692
_SET3_   ENSG00000119866     2   60678302   60780702    256      60  315894       4.6925   1.3492e-06
_SET3_   ENSG00000138071     2   65454887   65498387    152      24  315894       1.5407     0.061695
_SET3_   ENSG00000075340     2   70834750   70995357    752      57  315894      -1.5228       0.9361
_SET3_   ENSG00000135622     2   74881355   74909186     78      21  315894      0.79998      0.21186
_SET3_   ENSG00000176204     2   76974845   77820445   4071     179  315894       6.8908   2.7742e-12
_SET3_   ENSG00000066032     2   79412357   80875905   6302     415  315894       4.4616   4.0675e-06
_SET3_   ENSG00000162951     2   80515483   80531874     44      17  315894        1.604     0.054358
_SET3_   ENSG00000168758     2   97525453   97536494     15       8  315894     -0.48794       0.6872
_SET3_   ENSG00000071051     2  106361354  106510730    720      47  315894       1.6572     0.048744
_SET3_   ENSG00000115839     2  135809835  135933964    256      22  315894      0.48491      0.31387
_SET3_   ENSG00000144283     2  159313476  159539391    945      44  315894      0.97286      0.16531
_SET3_   ENSG00000115183     2  159825146  160089170   1117      88  315894       1.1502      0.12502
_SET3_   ENSG00000138435     2  175612320  175629200     69      15  315894      -1.1111      0.86673
_SET3_   ENSG00000170144     2  178077291  178088686     24      10  315894     -0.27677      0.60902
_SET3_   ENSG00000170396     2  185463093  185804219   1087      48  315894     -0.12452      0.54955
_SET3_   ENSG00000115540     2  198380295  198418423     97      32  315894      0.10098      0.45978
_SET3_   ENSG00000003393     2  202565277  202645912    331      29  315894      0.57504      0.28263
_SET3_   ENSG00000204217     2  203241659  203432474    508      39  315894       2.7083    0.0033809
_SET3_   ENSG00000138443     2  204192942  204312446    291      47  315894        2.733    0.0031376
_SET3_   ENSG00000118257     2  206546714  206662857    432      99  315894      0.71137      0.23843
_SET3_   ENSG00000078018     2  210288782  210598842   1049      54  315894       3.4517   0.00027856
_SET3_   ENSG00000178568     2  212240446  213403565   5730     279  315894       2.1873     0.014361
_SET3_   ENSG00000116106     2  222282747  222438922    625      61  315894       1.1861      0.11779
_SET3_   ENSG00000135905     2  225629807  225907162   1030      86  315894     0.091357       0.4636
_SET3_   ENSG00000135902     2  233390703  233401377     45      15  315894     -0.32709       0.6282
_SET3_   ENSG00000196811     2  233404437  233411113     38      14  315894      -0.9038      0.81695
_SET3_   ENSG00000130294     2  241653181  241759725    457      75  315894       1.1163      0.13215
_SET3_   ENSG00000150995     3    4535032    4889524   1763     227  315894     -0.75171      0.77389
_SET3_   ENSG00000196277     3    6811688    7783215   4805     334  315894       2.1136     0.017273
_SET3_   ENSG00000156959     3    9543481    9595486    269      27  315894      -0.4848      0.68609
_SET3_   ENSG00000134072     3    9799026    9811676     28      12  315894      0.06156      0.47546
_SET3_   ENSG00000157017     3   10327359   10334631     31      14  315894       1.1197      0.13143
_SET3_   ENSG00000157087     3   10365707   10749716   1902     185  315894      0.49252      0.31118
_SET3_   ENSG00000132164     3   10857885   10982419    546      57  315894      -2.2937       0.9891
_SET3_   ENSG00000157103     3   11034410   11080933    219      62  315894      0.62047      0.26748
_SET3_   ENSG00000144566     3   19988571   20026667    178      31  315894      0.88927      0.18693
_SET3_   ENSG00000188846     3   40498783   40503861     25      10  315894      0.76505      0.22212
_SET3_   ENSG00000168036     3   41236328   41301587    159      30  315894      0.32052      0.37429
_SET3_   ENSG00000114646     3   47603729   47622282     39      13  315894       2.5478    0.0054207
_SET3_   ENSG00000067560     3   49396578   49450431    130      22  315894       4.7672   9.3397e-07
_SET3_   ENSG00000173402     3   49506146   49573048    148      24  315894       4.7889   8.3828e-07
_SET3_   ENSG00000164061     3   49591922   49708978    240      35  315894       4.2148   1.2501e-05
_SET3_   ENSG00000164082     3   51741086   51752629     16      10  315894       2.7351    0.0031177
_SET3_   ENSG00000114251     3   55499743   55523973     77      26  315894        1.302     0.096451
_SET3_   ENSG00000168374     3   57557090   57583947    103      22  315894       2.6279    0.0042961
_SET3_   ENSG00000163686     3   58223233   58281420    248      31  315894       2.0658     0.019424
_SET3_   ENSG00000083937     3   87276421   87304698    120      33  315894       1.6286     0.051695
_SET3_   ENSG00000177707     3  110788918  110994410    703      85  315894      0.91142      0.18104
_SET3_   ENSG00000151577     3  113847499  113918254    269      37  315894     0.020627      0.49177
_SET3_   ENSG00000172020     3  115342171  115440337    357      79  315894      0.32909      0.37104
_SET3_   ENSG00000144847     3  118619404  118864915    873      65  315894       4.9602   3.5216e-07
_SET3_   ENSG00000082701     3  119540170  119813264    645      46  315894       2.5575    0.0052708
_SET3_   ENSG00000114030     3  122140796  122233792    293      32  315894       2.1885     0.014318
_SET3_   ENSG00000144868     3  132757235  133116636   1463      71  315894      0.36711      0.35677
_SET3_   ENSG00000158258     3  139654027  140296239   2592     229  315894     -0.93802      0.82588
_SET3_   ENSG00000070087     3  149682691  149768575    304      36  315894       5.1632   1.2138e-07
_SET3_   ENSG00000169860     3  152552736  152555841      6       2  315894      0.40109      0.34418
_SET3_   ENSG00000121871     3  164904508  164914897     28      11  315894     -0.25481      0.60056
_SET3_   ENSG00000154310     3  170779128  171178197   1513     173  315894      0.31506      0.37636
_SET3_   ENSG00000121853     3  172162923  172166246     11       5  315894      0.54378       0.2933
_SET3_   ENSG00000169760     3  173114074  174004434   3366     210  315894       2.1078     0.017524
_SET3_   ENSG00000114416     3  180585929  180700541    390      37  315894       4.4857   3.6341e-06
_SET3_   ENSG00000174013     3  196295482  196315930     83      16  315894      -1.5742      0.94228
_SET3_   ENSG00000180370     3  196466728  196559518    548      50  315894      0.24151      0.40458
_SET3_   ENSG00000075711     3  196769431  197026171   1045      47  315894       2.8498    0.0021873
_SET3_   ENSG00000168993     4     778745     819986    217      40  315894        2.564    0.0051731
_SET3_   ENSG00000145214     4     952675     980683    104      31  315894      0.92462      0.17758
_SET3_   ENSG00000087274     4    2845584    2931803    312      37  315894      0.87591      0.19054
_SET3_   ENSG00000197386     4    3076408    3245676    618      46  315894       3.3058    0.0004736
_SET3_   ENSG00000184160     4    3768075    3770251      5       3  315894     -0.26935      0.60617
_SET3_   ENSG00000168824     4    4349867    4420785    373      68  315894      0.75913      0.22389
_SET3_   ENSG00000174343     4   40337346   40357234    128      17  315894       1.6495     0.049527
_SET3_   ENSG00000183783     4   44175926   44450824    924      78  315894       1.9386     0.026276
_SET3_   ENSG00000163285     4   46037786   46126098    369      34  315894      0.24518      0.40316
_SET3_   ENSG00000151834     4   46250444   46477247    726      53  315894       3.6364   0.00013822
_SET3_   ENSG00000109158     4   46920917   46996424    309      32  315894       4.0232   2.8706e-05
_SET3_   ENSG00000163288     4   46995740   47428461   1554     122  315894       4.8368    6.598e-07
_SET3_   ENSG00000138758     4   77870856   77961537    343      32  315894      0.26759      0.39451
_SET3_   ENSG00000145335     4   90645250   90759466    528      38  315894       0.8803      0.18935
_SET3_   ENSG00000152208     4   93225550   94695707   5172     198  315894       3.8121   6.8909e-05
_SET3_   ENSG00000163110     4   95373037   95589377    783      52  315894     -0.55706      0.71126
_SET3_   ENSG00000151247     4   99792835   99851788    229      39  315894     -0.20843      0.58255
_SET3_   ENSG00000138814     4  101944566  102269435   1200      96  315894    -0.032761      0.51307
_SET3_   ENSG00000145362     4  113739265  114304896   2287     201  315894     0.094356      0.46241
_SET3_   ENSG00000109738     4  157997209  158093242    470      43  315894     -0.44374      0.67139
_SET3_   ENSG00000120251     4  158125334  158287227    424      56  315894      -0.6334      0.73677
_SET3_   ENSG00000145451     4  175558065  175750465    922      87  315894       1.7419     0.040764
_SET3_   ENSG00000150625     4  176554085  176923815   1586     140  315894     -0.13797      0.55487
_SET3_   ENSG00000142319     5    1392909    1445545    246      53  315894        1.669     0.047555
_SET3_   ENSG00000169862     5   10971952   11904155   3822     292  315894       1.3038     0.096149
_SET3_   ENSG00000040731     5   24487209   24645087    852      57  315894      -1.6496      0.95049
_SET3_   ENSG00000113100     5   26880709   27121257    835      67  315894     0.051182      0.47959
_SET3_   ENSG00000113360     5   31400604   31532303    503      49  315894      0.74171      0.22913
_SET3_   ENSG00000186479     5   63802084   63908139    365      58  315894       2.1994     0.013925
_SET3_   ENSG00000112851     5   65222303   65378377    327      46  315894     -0.76332      0.77736
_SET3_   ENSG00000131711     5   71403061   71505395    326      68  315894    -0.096274      0.53835
_SET3_   ENSG00000181104     5   76011868   76031606     58      20  315894       2.4076      0.00803
_SET3_   ENSG00000132842     5   77296349   77590579    963      42  315894     0.031692      0.48736
_SET3_   ENSG00000152413     5   78668459   78810040    487      52  315894       0.1138       0.4547
_SET3_   ENSG00000081189     5   88013975   88199922    487      59  315894       1.1475      0.12558
_SET3_   ENSG00000198961     5  108670410  108745695    327      24  315894       1.0442       0.1482
_SET3_   ENSG00000152495     5  110559351  110830584   1013      69  315894      0.32863      0.37122
_SET3_   ENSG00000080709     5  113696642  113832337    474      77  315894       1.0053      0.15737
_SET3_   ENSG00000131435     5  131593364  131609147     63      15  315894      -1.5722      0.94205
_SET3_   ENSG00000152377     5  136310987  136934068   2316     134  315894      0.20681      0.41808
_SET3_   ENSG00000146006     5  138204612  138211057     12       5  315894       3.1952   0.00069877
_SET3_   ENSG00000146005     5  139175406  139224051    145      29  315894      0.12801      0.44907
_SET3_   ENSG00000185129     5  139487362  139496321      9       6  315894      0.55438      0.28966
_SET3_   ENSG00000187372     5  140593509  140596993     13       7  315894      -1.1688      0.87876
_SET3_   ENSG00000183775     5  143550396  143865249    889      56  315894       3.3382   0.00042157
_SET3_   ENSG00000070808     5  149599054  149669854    236      59  315894       2.0876     0.018417
_SET3_   ENSG00000164587     5  149822753  149829319     38       7  315894     -0.82612      0.79563
_SET3_   ENSG00000171992     5  149980642  150038782    189      36  315894     -0.40062      0.65565
_SET3_   ENSG00000145888     5  151202074  151304403    303      30  315894       -1.089      0.86192
_SET3_   ENSG00000155511     5  152869175  153193429   1492      98  315894       1.2187      0.11147
_SET3_   ENSG00000145864     5  160715436  160976050    937      75  315894       2.2619     0.011851
_SET3_   ENSG00000145863     5  160974069  161129599    524      50  315894       1.6748     0.046986
_SET3_   ENSG00000022355     5  161274197  161326975    212      37  315894      0.49313      0.31096
_SET3_   ENSG00000113327     5  161494546  161582542    235      56  315894     0.043821      0.48252
_SET3_   ENSG00000145934     5  166711804  167691162   3428     343  315894       7.7194   5.8458e-15
_SET3_   ENSG00000094755     5  170190354  170241051    255      41  315894      0.13978      0.44442
_SET3_   ENSG00000113742     5  173315283  173388979    241      33  315894       5.1726   1.1542e-07
_SET3_   ENSG00000184845     5  174867042  174871211     12       5  315894      -1.9847      0.97641
_SET3_   ENSG00000145920     5  175223313  175311023    328      55  315894      0.56018      0.28768
_SET3_   ENSG00000175416     5  175819456  175843570     87      33  315894     -0.20573       0.5815
_SET3_   ENSG00000169220     5  176784838  176799602     31      12  315894      -1.0092      0.84357
_SET3_   ENSG00000131188     5  176873446  176883283     16       5  315894        3.516   0.00021904
_SET3_   ENSG00000113758     5  176883609  176901402     49      13  315894       3.2029   0.00068026
_SET3_   ENSG00000127022     5  179105629  179157926    185      33  315894     -0.21846      0.58647
_SET3_   ENSG00000047579     6   15523032   15663289    509      42  315894      0.34175      0.36627
_SET3_   ENSG00000112186     6   17393447   17558023    571      64  315894      0.27774      0.39061
_SET3_   ENSG00000204681     6   29523406   29601753    448      56  315894       4.0002   3.1648e-05
_SET3_   ENSG00000231500     6   33239787   33244287     22       6  315894       2.4973    0.0062575
_SET3_   ENSG00000197283     6   33387847   33421466     89      31  315894       5.2764   6.5873e-08
_SET3_   ENSG00000198755     6   35436185   35438562     15       8  315894     -0.22078      0.58737
_SET3_   ENSG00000156564     6   40359325   40555204   1080      89  315894       3.9326   4.2013e-05
_SET3_   ENSG00000112759     6   44187242   44201888     36      21  315894        1.507     0.065907
_SET3_   ENSG00000135298     6   69345259   70099403   3012     118  315894       3.5945   0.00016254
_SET3_   ENSG00000146276     6   89887220   89940997    277      36  315894     -0.46665      0.67963
_SET3_   ENSG00000111886     6   89966927   90025018    275      55  315894      0.46189      0.32208
_SET3_   ENSG00000135333     6   93949738   94129265    601      86  315894       2.8148    0.0024406
_SET3_   ENSG00000164418     6  101846664  102517958   2874     187  315894       0.6105      0.27077
_SET3_   ENSG00000112290     6  110421022  110501207    269      22  315894      0.34314      0.36575
_SET3_   ENSG00000010810     6  111981535  112194655    838      63  315894       2.1128     0.017309
_SET3_   ENSG00000047932     6  117639374  117923691   1208      74  315894      -1.1509      0.87511
_SET3_   ENSG00000196569     6  129204342  129837714   2295     123  315894       6.5442   2.9905e-11
_SET3_   ENSG00000152818     6  144606837  145174170   1847     147  315894       3.6094   0.00015345
_SET3_   ENSG00000152822     6  146348782  146758734   1147      79  315894      -1.0467      0.85237
_SET3_   ENSG00000131018     6  152442819  152958936   2289     170  315894       1.6201     0.052601
_SET3_   ENSG00000112038     6  154331631  154568001    937      94  315894       1.7738     0.038048
_SET3_   ENSG00000164850     7    1121844    1133451     70      23  315894        1.959     0.025058
_SET3_   ENSG00000075624     7    5566782    5603415    184      55  315894       1.3908     0.082138
_SET3_   ENSG00000011275     7    5659678    5821370    780      42  315894       1.1267      0.12994
_SET3_   ENSG00000136238     7    6414154    6443608    188      38  315894       2.0941     0.018128
_SET3_   ENSG00000164535     7    6448757    6523821    425      57  315894       2.9518    0.0015797
_SET3_   ENSG00000215045     7    6537093    6591067    240      63  315894       2.0449     0.020431
_SET3_   ENSG00000136279     7   44084239   44109055    107      18  315894      0.06727      0.47318
_SET3_   ENSG00000106631     7   44178463   44180931     13       6  315894     -0.34378      0.63449
_SET3_   ENSG00000164742     7   45613739   45762715    608      77  315894     -0.17346      0.56886
_SET3_   ENSG00000188763     7   72848109   72850450      4       2  315894     -0.74482      0.77181
_SET3_   ENSG00000106089     7   73113536   73134002     55      20  315894      0.78092      0.21742
_SET3_   ENSG00000127946     7   75162621   75368280    917     100  315894       1.2226      0.11074
_SET3_   ENSG00000187391     7   77646393   79082890   6923     367  315894        7.207   2.8591e-13
_SET3_   ENSG00000186472     7   82383329   82792246   1501      76  315894       1.9937     0.023091
_SET3_   ENSG00000198822     7   86273230   86494200    626      63  315894       2.4075    0.0080302
_SET3_   ENSG00000008277     7   87563458   87832204    639      56  315894      0.87726      0.19017
_SET3_   ENSG00000075142     7   87834433   87856308     45      14  315894      0.55607      0.28908
_SET3_   ENSG00000127914     7   91570181   91739987    463      23  315894      0.30326      0.38085
_SET3_   ENSG00000158528     7   94536514   94925727   1154      68  315894       1.0361      0.15007
_SET3_   ENSG00000161057     7  102984701  103009842     65      19  315894       1.0516      0.14648
_SET3_   ENSG00000005249     7  106685094  106802256    371      38  315894      0.12408      0.45063
_SET3_   ENSG00000091129     7  107788068  108097161   1330      68  315894      -1.4281      0.92337
_SET3_   ENSG00000077063     7  117350705  117514193    497      80  315894      0.75943       0.2238
_SET3_   ENSG00000184408     7  119913722  120390385   1376      90  315894       3.6248    0.0001446
_SET3_   ENSG00000081803     7  121958481  122526813   2002     110  315894       5.5087   1.8071e-08
_SET3_   ENSG00000128594     7  127667124  127672160     14       9  315894       6.0123   9.1432e-10
_SET3_   ENSG00000181072     7  136553416  136705002    594      52  315894         4.06   2.4536e-05
_SET3_   ENSG00000105894     7  136912088  137028611    466      85  315894      0.73728      0.23048
_SET3_   ENSG00000157680     7  137065783  137531838   1720     133  315894    -0.084954      0.53385
_SET3_   ENSG00000164885     7  150750899  150755617     14       6  315894     -0.57793      0.71835
_SET3_   ENSG00000164897     7  150778167  150780633      7       5  315894       1.5818     0.056848
_SET3_   ENSG00000106615     7  151163098  151217206    168      35  315894      -0.6672      0.74768
_SET3_   ENSG00000157219     7  154862034  154877459     92      18  315894       3.1932    0.0007035
_SET3_   ENSG00000198010     8    1449532    1656642   1356      85  315894       4.3086   8.2153e-06
_SET3_   ENSG00000156011     8   18384811   18942240   3719     229  315894       1.3827     0.083371
_SET3_   ENSG00000061337     8   20103676   20161474    286      58  315894     -0.68507      0.75335
_SET3_   ENSG00000158856     8   21906506   21940038    167      27  315894       1.2175       0.1117
_SET3_   ENSG00000120907     8   26605667   26724790    647      76  315894     -0.15472      0.56148
_SET3_   ENSG00000120899     8   27168999   27316903    615      50  315894      0.33421      0.36911
_SET3_   ENSG00000120903     8   27317279   27337400    117      29  315894      -0.9306      0.82397
_SET3_   ENSG00000187840     8   37887859   37917883     78      26  315894       1.4707      0.07069
_SET3_   ENSG00000029534     8   41510739   41754280   1114     113  315894     -0.22378      0.58853
_SET3_   ENSG00000147432     8   42552519   42592550    215      10  315894      0.81186      0.20844
