# MEAN_SAMPLE_SIZE = 65561
# TOTAL_GENES = 17157
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Minor_Salivary_Gland                COVAR   17157    -0.042188    -0.078425     0.011966      0.99979 Minor_Salivary_Gland
Muscle_Skeletal                     COVAR   17157   -0.0083835    -0.015854    0.0085643      0.83618 Muscle_Skeletal
Nerve_Tibial                        COVAR   17157     -0.01965    -0.039502     0.012569      0.94101 Nerve_Tibial
Ovary                               COVAR   17157      0.01058     0.021429     0.012047      0.18991 Ovary
Pancreas                            COVAR   17157    -0.015753    -0.026316      0.01046      0.93396 Pancreas
Pituitary                           COVAR   17157     0.044027     0.081935     0.011189   4.1795e-05 Pituitary
Prostate                            COVAR   17157    -0.045996    -0.087137     0.014845      0.99903 Prostate
Skin_Not_Sun_Exposed_Suprapu...     COVAR   17157    -0.022825    -0.043967    0.0096236      0.99114 Skin_Not_Sun_Exposed_Suprapubic
Skin_Sun_Exposed_Lower_leg          COVAR   17157    -0.023876    -0.046277    0.0096511      0.99331 Skin_Sun_Exposed_Lower_leg
Small_Intestine_Terminal_Ile...     COVAR   17157    -0.037636      -0.0691     0.011903      0.99921 Small_Intestine_Terminal_Ileum
Spleen                              COVAR   17157    -0.023454    -0.046426    0.0091976      0.99461 Spleen
Stomach                             COVAR   17157    -0.054591    -0.099046     0.015005      0.99986 Stomach
Testis                              COVAR   17157    0.0060458     0.010423    0.0069345      0.19165 Testis
Thyroid                             COVAR   17157    -0.029498    -0.058362      0.01205      0.99281 Thyroid
Uterus                              COVAR   17157   -0.0030329   -0.0061733     0.013585      0.58833 Uterus
Vagina                              COVAR   17157    -0.030814    -0.058872     0.013737      0.98755 Vagina
Whole_Blood                         COVAR   17157    -0.010855     -0.01957    0.0070314      0.93867 Whole_Blood
