# MEAN_SAMPLE_SIZE = 87802
# TOTAL_GENES = 18830
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:kegg_valin...2         SET      42     0.011087   0.00052305      0.16636      0.47343 Curated_gene_sets:kegg_valine_leucine_and_isoleucine_degradation
Curated_gene_sets:kegg_valin...1         SET       8     -0.37139   -0.0076537      0.40809       0.8186 Curated_gene_sets:kegg_valine_leucine_and_isoleucine_biosynthesis
Curated_gene_sets:kegg_lysin...          SET      41     0.013947   0.00065013      0.14938      0.46281 Curated_gene_sets:kegg_lysine_degradation
Curated_gene_sets:kegg_argin...          SET      48     -0.14228   -0.0071747      0.14035      0.84465 Curated_gene_sets:kegg_arginine_and_proline_metabolism
Curated_gene_sets:kegg_histi...          SET      27     -0.25762   -0.0097485      0.20816      0.89206 Curated_gene_sets:kegg_histidine_metabolism
Curated_gene_sets:kegg_tyros...          SET      39    -0.011713  -0.00053253      0.17254      0.52706 Curated_gene_sets:kegg_tyrosine_metabolism
Curated_gene_sets:kegg_pheny...          SET      16     -0.17505   -0.0051005      0.27203      0.74004 Curated_gene_sets:kegg_phenylalanine_metabolism
Curated_gene_sets:kegg_trypt...          SET      37      0.19715    0.0087308      0.17836      0.13451 Curated_gene_sets:kegg_tryptophan_metabolism
Curated_gene_sets:kegg_beta_...          SET      21      0.13542    0.0045199      0.21585      0.26521 Curated_gene_sets:kegg_beta_alanine_metabolism
Curated_gene_sets:kegg_tauri...          SET      10      0.23759    0.0054739      0.34393      0.24485 Curated_gene_sets:kegg_taurine_and_hypotaurine_metabolism
Curated_gene_sets:kegg_selen...          SET      26       -0.148   -0.0054959      0.19589      0.77503 Curated_gene_sets:kegg_selenoamino_acid_metabolism
Curated_gene_sets:kegg_gluta...          SET      48     -0.18912   -0.0095364      0.16037      0.88084 Curated_gene_sets:kegg_glutathione_metabolism
Curated_gene_sets:kegg_starc...          SET      49     -0.15792   -0.0080457        0.169      0.82496 Curated_gene_sets:kegg_starch_and_sucrose_metabolism
Curated_gene_sets:kegg_n_gly...          SET      46     -0.17379   -0.0085795       0.1445      0.88544 Curated_gene_sets:kegg_n_glycan_biosynthesis
Curated_gene_sets:kegg_other...          SET      15    -0.073059   -0.0020613      0.28092       0.6026 Curated_gene_sets:kegg_other_glycan_degradation
Curated_gene_sets:kegg_o_gly...          SET      29    -0.056413   -0.0022122      0.21466      0.60365 Curated_gene_sets:kegg_o_glycan_biosynthesis
Curated_gene_sets:kegg_amino...1         SET      44    0.0075099   0.00036261      0.14698      0.47963 Curated_gene_sets:kegg_amino_sugar_and_nucleotide_sugar_metabolism
Curated_gene_sets:kegg_glyco...5         SET      20    -0.037438   -0.0012195      0.23412      0.56352 Curated_gene_sets:kegg_glycosaminoglycan_degradation
Curated_gene_sets:kegg_glyco...2         SET      21     -0.14645    -0.004888      0.23655      0.73207 Curated_gene_sets:kegg_glycosaminoglycan_biosynthesis_chondroitin_sulfate
Curated_gene_sets:kegg_glyco...4         SET      15     -0.22449   -0.0063336       0.2541       0.8115 Curated_gene_sets:kegg_glycosaminoglycan_biosynthesis_keratan_sulfate
Curated_gene_sets:kegg_glyco...3         SET      25      0.45904     0.016715      0.22648     0.021347 Curated_gene_sets:kegg_glycosaminoglycan_biosynthesis_heparan_sulfate
Curated_gene_sets:kegg_glyce...1         SET      44     -0.15632   -0.0075476      0.17299      0.81689 Curated_gene_sets:kegg_glycerolipid_metabolism
Curated_gene_sets:kegg_inosi...          SET      53      0.13812    0.0073175      0.13438      0.15202 Curated_gene_sets:kegg_inositol_phosphate_metabolism
Curated_gene_sets:kegg_glyco...9         SET      24      0.20221    0.0072147      0.18401      0.13592 Curated_gene_sets:kegg_glycosylphosphatidylinositol_gpi_anchor_biosynthesis
Curated_gene_sets:kegg_glyce...2         SET      74    -0.047623   -0.0029797      0.12182      0.65208 Curated_gene_sets:kegg_glycerophospholipid_metabolism
Curated_gene_sets:kegg_ether...          SET      33    -0.037298   -0.0015601       0.1732      0.58525 Curated_gene_sets:kegg_ether_lipid_metabolism
Curated_gene_sets:kegg_arach...          SET      58      -0.1692   -0.0093763      0.14402      0.87996 Curated_gene_sets:kegg_arachidonic_acid_metabolism
Curated_gene_sets:kegg_linol...          SET      29      0.19338    0.0075833      0.19474      0.16036 Curated_gene_sets:kegg_linoleic_acid_metabolism
Curated_gene_sets:kegg_alpha...          SET      19      0.03981     0.001264      0.21472      0.42646 Curated_gene_sets:kegg_alpha_linolenic_acid_metabolism
Curated_gene_sets:kegg_sphin...          SET      37     -0.32511    -0.014398      0.17675      0.96706 Curated_gene_sets:kegg_sphingolipid_metabolism
Curated_gene_sets:kegg_glyco...8         SET      25     -0.11372    -0.004141      0.19624      0.71887 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_lacto_and_neolacto_series
Curated_gene_sets:kegg_glyco...7         SET      13      0.19585    0.0051442       0.2921      0.25128 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_globo_series
Curated_gene_sets:kegg_glyco...6         SET      15     -0.12255   -0.0034577      0.30217      0.65747 Curated_gene_sets:kegg_glycosphingolipid_biosynthesis_ganglio_series
Curated_gene_sets:kegg_pyruv...          SET      39      0.31356     0.014256      0.17197      0.03413 Curated_gene_sets:kegg_pyruvate_metabolism
Curated_gene_sets:kegg_glyox...          SET      16     0.029442   0.00085789      0.25208      0.45351 Curated_gene_sets:kegg_glyoxylate_and_dicarboxylate_metabolism
Curated_gene_sets:kegg_propa...          SET      32       0.2892     0.011912       0.1937     0.067723 Curated_gene_sets:kegg_propanoate_metabolism
Curated_gene_sets:kegg_butan...          SET      32    -0.016623   -0.0006847      0.17462      0.53792 Curated_gene_sets:kegg_butanoate_metabolism
Curated_gene_sets:kegg_one_c...          SET      17    -0.081046   -0.0024341       0.2503      0.62695 Curated_gene_sets:kegg_one_carbon_pool_by_folate
Curated_gene_sets:kegg_ribof...          SET      15      0.26602    0.0075053      0.25213       0.1457 Curated_gene_sets:kegg_riboflavin_metabolism
Curated_gene_sets:kegg_nicot...          SET      24     -0.24939   -0.0088982      0.22514      0.86601 Curated_gene_sets:kegg_nicotinate_and_nicotinamide_metabolism
Curated_gene_sets:kegg_panto...          SET      16      -0.1247   -0.0036334      0.23633      0.70112 Curated_gene_sets:kegg_pantothenate_and_coa_biosynthesis
Curated_gene_sets:kegg_folat...          SET      11      0.10977    0.0026523       0.3476      0.37608 Curated_gene_sets:kegg_folate_biosynthesis
Curated_gene_sets:kegg_retin...          SET      62    -0.083547   -0.0047863      0.16234       0.6966 Curated_gene_sets:kegg_retinol_metabolism
Curated_gene_sets:kegg_porph...          SET      40    -0.080702   -0.0037157      0.17725      0.67555 Curated_gene_sets:kegg_porphyrin_and_chlorophyll_metabolism
Curated_gene_sets:kegg_terpe...          SET      15    -0.046091   -0.0013004      0.25574      0.57151 Curated_gene_sets:kegg_terpenoid_backbone_biosynthesis
Curated_gene_sets:kegg_limon...          SET      10     0.064603    0.0014884      0.28677      0.41088 Curated_gene_sets:kegg_limonene_and_pinene_degradation
Curated_gene_sets:kegg_nitro...          SET      21    -0.025224  -0.00084192      0.22121      0.54539 Curated_gene_sets:kegg_nitrogen_metabolism
Curated_gene_sets:kegg_sulfu...          SET      11     -0.25794   -0.0062326      0.32014      0.78979 Curated_gene_sets:kegg_sulfur_metabolism
Curated_gene_sets:kegg_amino...2         SET      39     0.093386    0.0042457      0.15948      0.27909 Curated_gene_sets:kegg_aminoacyl_trna_biosynthesis
Curated_gene_sets:kegg_metab...          SET      70     -0.15615   -0.0095033      0.15404      0.84464 Curated_gene_sets:kegg_metabolism_of_xenobiotics_by_cytochrome_p450
Curated_gene_sets:kegg_drug_...1         SET      70   -0.0065229  -0.00039698      0.15475      0.51681 Curated_gene_sets:kegg_drug_metabolism_cytochrome_p450
Curated_gene_sets:kegg_drug_...2         SET      51     0.031308    0.0016272      0.16562      0.42504 Curated_gene_sets:kegg_drug_metabolism_other_enzymes
Curated_gene_sets:kegg_biosy...          SET      22      0.16451    0.0056202      0.20555      0.21176 Curated_gene_sets:kegg_biosynthesis_of_unsaturated_fatty_acids
Curated_gene_sets:kegg_abc_t...          SET      40     -0.11296    -0.005201      0.16816      0.74913 Curated_gene_sets:kegg_abc_transporters
Curated_gene_sets:kegg_ribos...          SET      81    0.0035125   0.00022988      0.10535       0.4867 Curated_gene_sets:kegg_ribosome
Curated_gene_sets:kegg_rna_d...          SET      55      0.16382    0.0088408      0.12634     0.097394 Curated_gene_sets:kegg_rna_degradation
Curated_gene_sets:kegg_rna_p...          SET      27     0.036098     0.001366        0.168      0.41494 Curated_gene_sets:kegg_rna_polymerase
Curated_gene_sets:kegg_basal...2         SET      30      0.32359     0.012906      0.18338     0.038827 Curated_gene_sets:kegg_basal_transcription_factors
Curated_gene_sets:kegg_dna_r...          SET      34    -0.061695   -0.0026193      0.16409      0.64653 Curated_gene_sets:kegg_dna_replication
Curated_gene_sets:kegg_splic...          SET     116     0.095298    0.0074569     0.086725      0.13592 Curated_gene_sets:kegg_spliceosome
Curated_gene_sets:kegg_prote...1         SET      45      0.11129     0.005434      0.13208      0.19974 Curated_gene_sets:kegg_proteasome
Curated_gene_sets:kegg_prote...2         SET      23      0.24794    0.0086602        0.197       0.1041 Curated_gene_sets:kegg_protein_export
Curated_gene_sets:kegg_ppar_...          SET      66    0.0018085   0.00010688      0.12722      0.49433 Curated_gene_sets:kegg_ppar_signaling_pathway
Curated_gene_sets:kegg_base_...          SET      32     -0.22255   -0.0091667      0.15811      0.92035 Curated_gene_sets:kegg_base_excision_repair
Curated_gene_sets:kegg_nucle...          SET      40    -0.054508   -0.0025097      0.14751      0.64413 Curated_gene_sets:kegg_nucleotide_excision_repair
Curated_gene_sets:kegg_misma...          SET      22      0.17676    0.0060384      0.20181      0.19056 Curated_gene_sets:kegg_mismatch_repair
Curated_gene_sets:kegg_homol...          SET      28    -0.071602   -0.0027591      0.18323      0.65201 Curated_gene_sets:kegg_homologous_recombination
Curated_gene_sets:kegg_non_h...          SET      13     -0.11358   -0.0029834      0.26377      0.66662 Curated_gene_sets:kegg_non_homologous_end_joining
Curated_gene_sets:kegg_mapk_...          SET     252      0.12695     0.014588     0.066111     0.027418 Curated_gene_sets:kegg_mapk_signaling_pathway
Curated_gene_sets:kegg_erbb_...          SET      85     0.034564    0.0023171      0.11764      0.38445 Curated_gene_sets:kegg_erbb_signaling_pathway
Curated_gene_sets:kegg_calci...          SET     168    -0.071737   -0.0067459     0.081516      0.81057 Curated_gene_sets:kegg_calcium_signaling_pathway
Curated_gene_sets:kegg_cytok...          SET     247     -0.21578    -0.024551     0.071705      0.99869 Curated_gene_sets:kegg_cytokine_cytokine_receptor_interaction
Curated_gene_sets:kegg_chemo...          SET     182    -0.039533   -0.0038679     0.079459      0.69059 Curated_gene_sets:kegg_chemokine_signaling_pathway
Curated_gene_sets:kegg_phosp...          SET      76     0.061801    0.0039184      0.11705      0.29876 Curated_gene_sets:kegg_phosphatidylinositol_signaling_system
Curated_gene_sets:kegg_neuro...1         SET     254      0.05937    0.0068489     0.070981      0.20147 Curated_gene_sets:kegg_neuroactive_ligand_receptor_interaction
Curated_gene_sets:kegg_cell_...2         SET     122     -0.04595   -0.0036868     0.089237      0.69669 Curated_gene_sets:kegg_cell_cycle
Curated_gene_sets:kegg_oocyt...          SET     107     -0.12014   -0.0090311      0.09521      0.89649 Curated_gene_sets:kegg_oocyte_meiosis
Curated_gene_sets:kegg_p53_s...          SET      67     0.029763    0.0017723      0.12891      0.40871 Curated_gene_sets:kegg_p53_signaling_pathway
Curated_gene_sets:kegg_ubiqu...          SET     126    -0.032934   -0.0026851     0.084823      0.65109 Curated_gene_sets:kegg_ubiquitin_mediated_proteolysis
Curated_gene_sets:kegg_snare...          SET      36      0.20784    0.0090793      0.15805     0.094258 Curated_gene_sets:kegg_snare_interactions_in_vesicular_transport
Curated_gene_sets:kegg_regul...2         SET      32     -0.35405    -0.014583      0.18482      0.97229 Curated_gene_sets:kegg_regulation_of_autophagy
Curated_gene_sets:kegg_lysos...          SET     115     0.070746    0.0055119     0.093244      0.22402 Curated_gene_sets:kegg_lysosome
Curated_gene_sets:kegg_endoc...          SET     169    -0.099144   -0.0093506     0.077179      0.90052 Curated_gene_sets:kegg_endocytosis
Curated_gene_sets:kegg_perox...          SET      76    -0.021362   -0.0013544      0.11197      0.57565 Curated_gene_sets:kegg_peroxisome
Curated_gene_sets:kegg_mtor_...          SET      50     0.089907    0.0046269      0.14511      0.26777 Curated_gene_sets:kegg_mtor_signaling_pathway
Curated_gene_sets:kegg_apopt...          SET      80     0.030497    0.0019836      0.11338      0.39397 Curated_gene_sets:kegg_apoptosis
Curated_gene_sets:kegg_cardi...          SET      69      0.23454     0.014172       0.1229     0.028176 Curated_gene_sets:kegg_cardiac_muscle_contraction
Curated_gene_sets:kegg_vascu...          SET     112      0.11077    0.0085181      0.10052      0.13523 Curated_gene_sets:kegg_vascular_smooth_muscle_contraction
Curated_gene_sets:kegg_wnt_s...          SET     145     0.023737     0.002075     0.087677       0.3933 Curated_gene_sets:kegg_wnt_signaling_pathway
Curated_gene_sets:kegg_dorso...          SET      23     -0.31886    -0.011137      0.23958      0.90838 Curated_gene_sets:kegg_dorso_ventral_axis_formation
Curated_gene_sets:kegg_notch...          SET      46     -0.10751   -0.0053073      0.14459      0.77142 Curated_gene_sets:kegg_notch_signaling_pathway
Curated_gene_sets:kegg_hedge...          SET      55      0.02279    0.0012299      0.14326       0.4368 Curated_gene_sets:kegg_hedgehog_signaling_pathway
Curated_gene_sets:kegg_tgf_b...          SET      85      0.02079    0.0013937      0.11136      0.42595 Curated_gene_sets:kegg_tgf_beta_signaling_pathway
Curated_gene_sets:kegg_axon_...          SET     124      0.28544     0.023087     0.098272    0.0018411 Curated_gene_sets:kegg_axon_guidance
Curated_gene_sets:kegg_vegf_...          SET      77      0.24412     0.015579      0.11748     0.018863 Curated_gene_sets:kegg_vegf_signaling_pathway
Curated_gene_sets:kegg_focal...          SET     192     0.063584    0.0063879     0.079917      0.21313 Curated_gene_sets:kegg_focal_adhesion
Curated_gene_sets:kegg_ecm_r...          SET      82    -0.028731   -0.0018919      0.12354      0.59195 Curated_gene_sets:kegg_ecm_receptor_interaction
Curated_gene_sets:kegg_cell_...1         SET     106      0.11448    0.0085656       0.1099      0.14877 Curated_gene_sets:kegg_cell_adhesion_molecules_cams
Curated_gene_sets:kegg_adher...          SET      70      0.27978     0.017027      0.12898     0.015042 Curated_gene_sets:kegg_adherens_junction
Curated_gene_sets:kegg_tight...          SET     128      0.10624    0.0087297     0.095838      0.13382 Curated_gene_sets:kegg_tight_junction
Curated_gene_sets:kegg_gap_j...          SET      87    -0.074139   -0.0050279      0.11675       0.7373 Curated_gene_sets:kegg_gap_junction
Curated_gene_sets:kegg_compl...          SET      63     0.053869    0.0031108      0.13472      0.34463 Curated_gene_sets:kegg_complement_and_coagulation_cascades
Curated_gene_sets:kegg_antig...          SET      56     -0.14016   -0.0076322      0.14246       0.8374 Curated_gene_sets:kegg_antigen_processing_and_presentation
Curated_gene_sets:kegg_renin...          SET      16      0.19576    0.0057041      0.24113      0.20844 Curated_gene_sets:kegg_renin_angiotensin_system
Curated_gene_sets:kegg_toll_...          SET      99      0.11199     0.008099      0.10679      0.14718 Curated_gene_sets:kegg_toll_like_receptor_signaling_pathway
Curated_gene_sets:kegg_nod_l...          SET      58     -0.10096   -0.0055947      0.13371       0.7749 Curated_gene_sets:kegg_nod_like_receptor_signaling_pathway
Curated_gene_sets:kegg_rig_i...          SET      65     0.038015    0.0022297      0.13445      0.38869 Curated_gene_sets:kegg_rig_i_like_receptor_signaling_pathway
Curated_gene_sets:kegg_cytos...          SET      52     -0.03447    -0.001809      0.13271      0.60246 Curated_gene_sets:kegg_cytosolic_dna_sensing_pathway
Curated_gene_sets:kegg_jak_s...          SET     148    -0.037427   -0.0033051     0.091818      0.65822 Curated_gene_sets:kegg_jak_stat_signaling_pathway
Curated_gene_sets:kegg_hemat...          SET      79     0.070137    0.0045335      0.12618      0.28916 Curated_gene_sets:kegg_hematopoietic_cell_lineage
Curated_gene_sets:kegg_natur...          SET     122    -0.049813   -0.0039967      0.10424      0.68363 Curated_gene_sets:kegg_natural_killer_cell_mediated_cytotoxicity
Curated_gene_sets:kegg_t_cel...          SET     104      0.17812     0.013201      0.10336     0.042432 Curated_gene_sets:kegg_t_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_b_cel...          SET      74      0.18249     0.011418      0.12606     0.073869 Curated_gene_sets:kegg_b_cell_receptor_signaling_pathway
Curated_gene_sets:kegg_fc_ep...          SET      78      0.14387    0.0092406      0.12213       0.1194 Curated_gene_sets:kegg_fc_epsilon_ri_signaling_pathway
Curated_gene_sets:kegg_fc_ga...          SET      95    -0.012479  -0.00088413      0.10715      0.54635 Curated_gene_sets:kegg_fc_gamma_r_mediated_phagocytosis
Curated_gene_sets:kegg_leuko...          SET     110     0.094717    0.0072184      0.10312      0.17919 Curated_gene_sets:kegg_leukocyte_transendothelial_migration
Curated_gene_sets:kegg_intes...          SET      32     -0.11848   -0.0048804      0.17077       0.7561 Curated_gene_sets:kegg_intestinal_immune_network_for_iga_production
Curated_gene_sets:kegg_circa...          SET      13      0.34745    0.0091264      0.29414      0.11876 Curated_gene_sets:kegg_circadian_rhythm_mammal
Curated_gene_sets:kegg_long_...2         SET      66     0.096986     0.005732      0.13191       0.2311 Curated_gene_sets:kegg_long_term_potentiation
Curated_gene_sets:kegg_neuro...2         SET     121      0.12727     0.010169     0.093527     0.086804 Curated_gene_sets:kegg_neurotrophin_signaling_pathway
Curated_gene_sets:kegg_long_...1         SET      68      0.20105      0.01206      0.13075      0.06207 Curated_gene_sets:kegg_long_term_depression
Curated_gene_sets:kegg_olfac...          SET     363    -0.014486   -0.0019919     0.074404      0.57718 Curated_gene_sets:kegg_olfactory_transduction
Curated_gene_sets:kegg_taste...          SET      50     -0.10699   -0.0055061      0.16139      0.74631 Curated_gene_sets:kegg_taste_transduction
Curated_gene_sets:kegg_regul...1         SET     201      0.14312     0.014708     0.075854     0.029601 Curated_gene_sets:kegg_regulation_of_actin_cytoskeleton
Curated_gene_sets:kegg_insul...          SET     131      0.12528     0.010413     0.089396     0.080558 Curated_gene_sets:kegg_insulin_signaling_pathway
Curated_gene_sets:kegg_gnrh_...          SET      98      0.13602    0.0097872      0.10794      0.10381 Curated_gene_sets:kegg_gnrh_signaling_pathway
Curated_gene_sets:kegg_proge...          SET      81     -0.05463   -0.0035754      0.10927      0.69144 Curated_gene_sets:kegg_progesterone_mediated_oocyte_maturation
Curated_gene_sets:kegg_melan...1         SET     100     0.020596    0.0014969      0.10585      0.42287 Curated_gene_sets:kegg_melanogenesis
Curated_gene_sets:kegg_adipo...          SET      62     0.011971   0.00068579      0.13283       0.4641 Curated_gene_sets:kegg_adipocytokine_signaling_pathway
Curated_gene_sets:kegg_type_...2         SET      46      0.21819     0.010771      0.15956      0.08575 Curated_gene_sets:kegg_type_ii_diabetes_mellitus
Curated_gene_sets:kegg_type_...1         SET      21      0.15855     0.005292      0.23268      0.24782 Curated_gene_sets:kegg_type_i_diabetes_mellitus
Curated_gene_sets:kegg_matur...          SET      25      0.30436     0.011083      0.20926     0.072922 Curated_gene_sets:kegg_maturity_onset_diabetes_of_the_young
Curated_gene_sets:kegg_aldos...          SET      41      0.18005    0.0083928      0.17062      0.14565 Curated_gene_sets:kegg_aldosterone_regulated_sodium_reabsorption
Curated_gene_sets:kegg_vasop...          SET      42      0.16322    0.0077001      0.15403      0.14466 Curated_gene_sets:kegg_vasopressin_regulated_water_reabsorption
Curated_gene_sets:kegg_proxi...          SET      22     0.014205   0.00048529      0.20751      0.47271 Curated_gene_sets:kegg_proximal_tubule_bicarbonate_reclamation
Curated_gene_sets:kegg_alzhe...          SET     155     0.097267    0.0087886     0.077364      0.10434 Curated_gene_sets:kegg_alzheimers_disease
Curated_gene_sets:kegg_parki...          SET     111     0.087232    0.0066779     0.086682      0.15713 Curated_gene_sets:kegg_parkinsons_disease
Curated_gene_sets:kegg_amyot...          SET      51    -0.017098  -0.00088863      0.14665      0.54641 Curated_gene_sets:kegg_amyotrophic_lateral_sclerosis_als
Curated_gene_sets:kegg_hunti...          SET     170      0.11238      0.01063     0.073008     0.061871 Curated_gene_sets:kegg_huntingtons_disease
Curated_gene_sets:kegg_prion...          SET      32      0.19899    0.0081964      0.18686      0.14347 Curated_gene_sets:kegg_prion_diseases
Curated_gene_sets:kegg_vibri...          SET      51     0.046187    0.0024005      0.14344      0.37373 Curated_gene_sets:kegg_vibrio_cholerae_infection
Curated_gene_sets:kegg_epith...          SET      64      -0.1058   -0.0061577      0.12277      0.80558 Curated_gene_sets:kegg_epithelial_cell_signaling_in_helicobacter_pylori_infection
Curated_gene_sets:kegg_patho...          SET      54      0.10987    0.0058756      0.13947      0.21541 Curated_gene_sets:kegg_pathogenic_escherichia_coli_infection
Curated_gene_sets:kegg_leish...          SET      54     -0.02066   -0.0011048      0.14704      0.55587 Curated_gene_sets:kegg_leishmania_infection
Curated_gene_sets:kegg_pathw...          SET     316     0.084436     0.010846     0.060959     0.083016 Curated_gene_sets:kegg_pathways_in_cancer
Curated_gene_sets:kegg_color...          SET      62      0.26543     0.015206      0.13858     0.027736 Curated_gene_sets:kegg_colorectal_cancer
Curated_gene_sets:kegg_renal...          SET      68    -0.091031   -0.0054606      0.13094      0.75654 Curated_gene_sets:kegg_renal_cell_carcinoma
Curated_gene_sets:kegg_pancr...          SET      67     0.060054     0.003576      0.12828      0.31984 Curated_gene_sets:kegg_pancreatic_cancer
Curated_gene_sets:kegg_endom...          SET      51      0.24497     0.012732      0.14627        0.047 Curated_gene_sets:kegg_endometrial_cancer
Curated_gene_sets:kegg_glioma            SET      65        0.217     0.012728      0.13368     0.052273 Curated_gene_sets:kegg_glioma
Curated_gene_sets:kegg_prost...          SET      86      0.18327     0.012357      0.11629     0.057522 Curated_gene_sets:kegg_prostate_cancer
Curated_gene_sets:kegg_thyro...          SET      28      0.20123    0.0077541      0.20432      0.16235 Curated_gene_sets:kegg_thyroid_cancer
Curated_gene_sets:kegg_basal...1         SET      55    0.0042076   0.00022707      0.14244      0.48822 Curated_gene_sets:kegg_basal_cell_carcinoma
Curated_gene_sets:kegg_melan...2         SET      69       0.1585    0.0095773      0.13669      0.12313 Curated_gene_sets:kegg_melanoma
Curated_gene_sets:kegg_bladd...          SET      40    -0.073759    -0.003396      0.16463      0.67293 Curated_gene_sets:kegg_bladder_cancer
Curated_gene_sets:kegg_chron...          SET      72     0.075305    0.0046478      0.12692      0.27649 Curated_gene_sets:kegg_chronic_myeloid_leukemia
Curated_gene_sets:kegg_acute...          SET      55      0.25048     0.013518      0.14928     0.046694 Curated_gene_sets:kegg_acute_myeloid_leukemia
Curated_gene_sets:kegg_small...          SET      81      0.29594     0.019368      0.11495    0.0050248 Curated_gene_sets:kegg_small_cell_lung_cancer
Curated_gene_sets:kegg_non_s...          SET      53      0.21983     0.011647      0.14815     0.068937 Curated_gene_sets:kegg_non_small_cell_lung_cancer
Curated_gene_sets:kegg_asthma            SET      14      0.07063    0.0019252      0.28528      0.40223 Curated_gene_sets:kegg_asthma
Curated_gene_sets:kegg_autoi...          SET      30       0.1449     0.005779      0.20497      0.23981 Curated_gene_sets:kegg_autoimmune_thyroid_disease
Curated_gene_sets:kegg_syste...          SET      93      0.12646    0.0088654      0.12259      0.15115 Curated_gene_sets:kegg_systemic_lupus_erythematosus
Curated_gene_sets:kegg_allog...          SET      15      0.34603    0.0097628      0.28815      0.11491 Curated_gene_sets:kegg_allograft_rejection
Curated_gene_sets:kegg_graft...          SET      18     -0.22616   -0.0069893      0.24994      0.81723 Curated_gene_sets:kegg_graft_versus_host_disease
Curated_gene_sets:kegg_prima...2         SET      29     0.085378    0.0033481      0.20267      0.33678 Curated_gene_sets:kegg_primary_immunodeficiency
Curated_gene_sets:kegg_hyper...          SET      81      0.25995     0.017013      0.11885     0.014368 Curated_gene_sets:kegg_hypertrophic_cardiomyopathy_hcm
Curated_gene_sets:kegg_arrhy...          SET      71      0.33506     0.020536      0.13276     0.005809 Curated_gene_sets:kegg_arrhythmogenic_right_ventricular_cardiomyopathy_arvc
Curated_gene_sets:kegg_dilat...          SET      86      0.23346     0.015742      0.11499     0.021172 Curated_gene_sets:kegg_dilated_cardiomyopathy
Curated_gene_sets:kegg_viral...          SET      48      0.21639     0.010912      0.16162     0.090308 Curated_gene_sets:kegg_viral_myocarditis
Curated_gene_sets:biocarta_r...14        SET      13    -0.029865  -0.00078446      0.28433      0.54183 Curated_gene_sets:biocarta_rela_pathway
